Title,Artist,Year
Incident on 57th St,Bruce Springsteen,1973
Inner City Blues,Brian Auger's Oblivion Express,1973
Intro/ Sweet Jane,Lou Reed,1973
Is It My Name?,Todd Rundgren,1973
It Don't Come Easy,Ringo Starr,1973
It's A New Day,Skull Snaps,1973
I'll Always Love My Mama,The Intruders,1973
I'll Be Around,The Spinners,1973
I'm A Rocker,The Raspberries,1973
I'm Doin' Fine Now,New York City,1973
I'm Going To Be A Teenage Idol,Elton John,1973
"I'm Gonna Love You Just A Little More, Baby",Barry White,1973
I'm Just A Kid (Don't Make me Feel like a Man),Hall & Oates,1973
I've Been Lonely For So Long,Frederick Knight,1973
I've Got To Use My Imagination,Gladys Knight & the Pips,1973
"I've Seen That Movie, Too",Elton John,1973
Jessica,The Allman Brothers,1973
Jesus Just Left Chicago,ZZ Top,1973
Jet,Paul McCartney & Wings,1973
Jet Boy,New York Dolls,1973
Jolene,Dolly Parton,1973
Journey To Saturn,Sun Ra,1973
Joy,Isaac Hayes,1973
Jungle Boogie,Kool & The Gang,1973
Just One Victory,Todd Rundgren,1973
Karen's Song,Andy Pratt,1973
Karn Evil 9: 1st Impression - Part 1,"Emerson, Lake & Palmer",1973
Karn Evil 9: 1st Impression - Part 2,Emerson Lake & Palmer,1973
Keep On Truckin',Eddie Kendricks,1973
Keep Yourself Alive,Queen,1973
Killing Me Softly With His Song,Roberta Flack,1973
Kinky Reggae,Bob Marley & The Wailers,1973
Kitty's Back,Bruce Springsteen,1973
Knockin' On Heaven's Door,Bob Dylan,1973
Kodachrome,Paul Simon,1973
L.A.,Neil Young,1973
La Grange,ZZ Top,1973
Lady Grinning Soul,David Bowie,1973
Las Vegas Turnaround,Hall & Oates,1973
Lay Down,Strawbs,1973
Let It Ride,Bachman-Turner Overdrive,1973
Let Me In,Bonnie Raitt,1973
Let Me Roll It,Paul McCartney & Wings,1973
Let's Dance Tonight,Poco,1973
Let's Get It On,Marvin Gaye,1973
Let's Get Married,Al Green,1973
Let's Spend The Night Together,David Bowie,1973
Liar,Queen,1973
Lies,J. J. Cale,1973
Listen To The Music,The Isley Brothers,1973
Live And Let Die,Paul McCartney & Wings,1973
Living For The City,Stevie Wonder,1973
Living In The Material World,George Harrison,1973
Livin' For You,Al Green,1973
Lon Chaney,Garland Jeffreys,1973
"Lonesome, On'ry And Mean",Waylon Jennings,1973
Long Train Runnin',The Doobie Brothers,1973
Looking For A Kiss,New York Dolls,1973
Louie Louie,Toots & The Maytals,1973
Love Has No Pride,Linda Ronstadt,1973
Love Jones,Brighter Side Of Darkness,1973
Loves Me Like A Rock,Paul Simon,1973
Loves Me Like A Rock,Paul Simon,1973
Love's Theme,Love Unlimited Orchestra,1973
Ma,Rare Earth,1973
Ma-ma-ma Belle,Electric Light Orchestra,1973
Mail Box,Frankie Miller,1973
Make It Last,Montrose,1973
Make Up Your Mind,The J. Geils Band,1973
Mamunia,Paul McCartney & Wings,1973
Mandy,Barry Manilow,1973
May You Never,John Martyn,1973
Me And Baby Brother,War,1973
Meadows,Joe Walsh,1973
Meat City,John Lennon,1973
Midnight Creeper,Elton John,1973
Midnight Moses,The Sensational Alex Harvey band,1973
Midnight Rider,Gregg Allman,1973
Mind Games,John Lennon,1973
Mississippi Half-step Uptown Toodleloo,Grateful Dead,1973
Money,Pink Floyd,1973
Montana,Frank Zappa,1973
Mr. Tanner,Harry Chapin,1973
Mrs. Vandebilt,Paul McCartney & Wings,1973
My Love,Paul McCartney & Wings,1973
My Old School,Steely Dan,1973
Needles In The Camel's Eye,Brian Eno,1973
Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & the Pips,1973
Never Let Go,Camel,1973
"Never, Never Gonna Give Ya Up",Barry White,1973
New York City Serenade,Bruce Springsteen,1973
Nineteen Hundred And Eighty Five,Paul McCartney & Wings,1973
No More Mr. Nice Guy,Alice Cooper,1973
No Quarter,Led Zeppelin,1973
No Words,Paul McCartney & Wings,1973
Nostradamus,Al Stewart,1973
Now That We Found Love,The O'Jays,1973
Nutbush City Limits,Ike & Tina Turner,1973
Oh My My,Ringo Starr,1973
Ol '55,Tom Waits,1973
Old Admirals,Al Stewart,1973
On Your Way Down,Little Feat,1973
One Day (At A Time),John Lennon,1973
One Man's Ceiling Is Another Man's Floor,Paul Simon,1973
One Misty Moisty Morning,Steeleye Span,1973
Ooh La La,Faces,1973
Out The Blue,John Lennon,1973
Over The Hills And Far Away,Led Zeppelin,1973
Panic In Detroit,David Bowie,1973
Paris 1919,John Cale,1973
Pearl Of The Quarter,Steely Dan,1973
Personality Crisis,New York Dolls,1973
Photograph,Ringo Starr,1973
Picasso's Last Words (Drink To Me),Paul McCartney & Wings,1973
Pills,New York Dolls,1973
Please Don't Bury Me,John Prine,1973
Pressure Drop,Toots & The Maytals,1973
Prettiest Star,David Bowie,1973
Quadrant 4,Billy Cobham,1973
Queen Of Hearts,Gregg Allman,1973
Radar Love,Golden Earring,1973
Ramblin' Man,The Allman Brothers,1973
Raw Power,Iggy & The Stooges,1973
Ready Or Not,Jackson Browne,1973
Ready Or Not,Jackson Browne,1973
Ridgetop,Jesse Colin Young,1973
Ridin' The Storm Out,REO Speedwagon,1973
Right Place Wrong Time,Dr. John,1973
Roads To Moscow,Al Stewart,1973
Rock The Boat,Hues Corporation,1973
Rock The Nation,Montrose,1973
Rocky Mountain High,John Denver,1973
Rocky Mountain Way,Joe Walsh,1973
Roll Over Beethoven,Electric Light Orchestra,1973
Roll Um Easy,Little Feat,1973
Rosalita,Bruce Springsteen,1973
Rubber Bullets,10cc,1973
Sad Song,Lou Reed,1973
"Sail On, Sailor",The Beach Boys,1973
Sanford & Son Theme (The Streetbeater),Quincy Jones,1973
Saturday Night's Alright For Fighting,Elton John,1973
Search And Destroy,Iggy & The Stooges,1973
Seven Bridges Road,Iain Matthews,1973
Shambala,Three Dog Night,1973
She,Gram Parsons,1973
She's Gone,Hall & Oates,1973
Shootout At The Fantasy Factory,Traffic,1973
Showbiz Kids,Steely Dan,1973
Silver Train,The Rolling Stones,1973
Simple Man,Lynyrd Skynyrd,1973
Sing My Songs To Me/for Everyman,Jackson Browne,1973
So Very Hard To Go,Tower Of Power,1973
Some Of Them Are Old,Brian Eno,1973
Sometimes I Don't Know What To Feel,Todd Rundgren,1973
Soul Makossa,The Lafayette Afro Rock Band,1973
Soul Vaccination,Tower Of Power,1973
Southbound,The Allman Brothers,1973
Space Race,Billy Preston,1973
Still... You Turn Me On,Emerson Lake & Palmer,1973
Stir It Up,Bob Marley & The Wailers,1973
Stop That Train,Bob Marley & The Wailers,1973
Stratus,Billy Cobham,1973
Street Life,Roxy Music,1973
Streets Of Baltimore,Gram Parsons,1973
Sugar Babe,Steve Miller Band,1973
Summer Breeze,The Isley Brothers,1973
Sunshine (Go Away Today),The Isley Brothers,1973
Super Trouper,Deep Purple,1973
Take It Easy,Jackson Browne,1973
Take Me To The Mardis Gras,Paul Simon,1973
Take The Highway,Marshall Tucker Band,1973
Tequila Sunrise,The Eagles,1973
Thanks For Saving My Life,Billy Paul,1973
That Lady (Parts 1 & 2),The Isley Brothers,1973
The Ballad Of Billy The Kid,Billy Joel,1973
The Boss,James Brown,1973
The Cinema Show Aisle Of Plenty,Genesis,1973
The Crunge,Led Zeppelin,1973
The E Street Shuffle,Bruce Springsteen,1973
The Entertainer,Marvin Hamlisch,1973
The Foreigner Suite,Cat Stevens,1973
The Great Gig In The Sky,Pink Floyd,1973
The Heavenly Music Corporation,Robert Fripp & Brian Eno,1973
The Jean Genie,David Bowie,1973
The Joker,Steve Miller Band,1973
The Ocean,Led Zeppelin,1973
The Payback,James Brown,1973
The Rain Song,Led Zeppelin,1973
The Return Of The Giant Hogweed,Genesis,1973
The Song Remains The Same,Led Zeppelin,1973
The Times You've Come,Jackson Browne,1973
The Watergate Blues,Howlin' Wolf,1973
These Days,Jackson Browne,1973
These Days,Gregg Allman,1973
This Song Has No Title,Elton John,1973
Tight A$,John Lennon,1973
Time,Pink Floyd,1973
Time Tough,Toots & The Maytals,1973
