Title,Artist,Year
Chilli Dog,James Taylor,1972
China Cat / I Know You Rider,Grateful Dead,1972
Christmas Song,Jethro Tull,1972
Cisco Kid,War,1972
City Of New Orleans,Arlo Guthrie,1972
"City, Country, City",War,1972
Clean Up Woman,Betty Wright,1972
Clear Spot,Captain Beefheart,1972
Cletus Awreetus Awrightus,Frank Zappa,1972
Close To The Edge,Yes,1972
Close To The Edge,Yes,1972
Cold Blue Steel And Sweet Fire,Joni Mitchell,1972
"Cold, Cold, Cold",Little Feat,1972
Come On Get Happy,The Partridge Family,1972
Comin' Home,Delaney & Bonnie,1972
Congratulations,Paul Simon,1972
Conquistador,Procol Harum,1972
Crazy Mama,J. J. Cale,1972
Crow Black Chicken,Ry Cooder,1972
Crystal Silence,Return To Forever,1972
Dancing Madly Backwards,Captain Beyond,1972
Dave,Cheech & Chong,1972
Day Dreaming,Aretha Franklin,1972
Dead Skunk,Loudon Wainwright III,1972
Deal,Jerry Garcia,1972
Dinah Flo,Boz Scaggs,1972
Dirty Work,Steely Dan,1972
Dizzy Dizzy World,Timmy Thomas,1972
Do It Again,Steely Dan,1972
Doctor My Eyes,Jackson Browne,1972
Does This Bus Stop At 82nd Street,Bruce Springsteen,1972
Don't Do It,The Band,1972
Don't Let Nobody,Eggs Over Easy,1972
Don't Lie To Me,Big Star,1972
Don't Say You Don't Remember,Beverly Bremers,1972
Down Down Down,Dave Edmunds,1972
Down To The Nightclub,Tower Of Power,1972
Drowning On Land,O.V. Wright,1972
Duncan,Paul Simon,1972
Easy Livin',Uriah Heep,1972
Easy To Slip,Little Feat,1972
Eat That Question,Frank Zappa,1972
Eclipse Of The Sun,Monty Python,1972
Enjoy What You Have,Poobah,1972
Everybody Plays The Fool,The Main Ingredient,1972
Fall In Philadelphia,Hall & Oates,1972
Fallen Eagle,Stephen Stills,1972
Feel,Big Star,1972
Fencewalk,Mandrill,1972
Fire In The Hole,Steely Dan,1972
First I Look At The Purse,The J. Geils Band,1972
Five Years,David Bowie,1972
For The Roses,Joni Mitchell,1972
For You,Bruce Springsteen,1972
Frankenstein,Edgar Winter Group,1972
Freddie's Dead,Curtis Mayfield,1972
Free Four,Pink Floyd,1972
Free Ride,Edgar Winter,1972
Free Ride,Nick Drake,1972
From The Beginning,Emerson Lake & Palmer,1972
From The Morning,Nick Drake,1972
Funky Worm,Ohio Players,1972
Garden Party,Ricky Nelson,1972
Get Down And Get With It,Slade,1972
Get On The Good Foot,James Brown,1972
Get 'em Out By Friday,Genesis,1972
Give It Up Or Let Me Go,Bonnie Raitt,1972
Glendale Train,New Riders Of The Purple Sage,1972
Go All The Way,The Raspberries,1972
Going Down,Jeff Beck,1972
Good Morning Heartache,Diana Ross,1972
Goodbye To Love,The Carpenters,1972
Got No Place To Go,John Hartford,1972
Greatest Story Ever Told,Bob Weir,1972
Groupie,New Riders Of The Purple Sage,1972
Growing Up,Bruce Springsteen,1972
Hallelujah,Sweathog,1972
Hang Onto Yourself,David Bowie,1972
Hangin' Round,Lou Reed,1972
Happy,The Rolling Stones,1972
Harvest,Neil Young,1972
Hearsay,The Soul Children,1972
Heart Broken Bopper,The Guess Who,1972
Heart Of Gold,Neil Young,1972
Hello Mary Lou,Creedence Clearwater Revival,1972
Her Eyes Are A Blue Million Miles,Captain Beefheart,1972
Here I Am (Come And Take Me),Al Green,1972
He's Got All The Whisky,Bobby Charles,1972
Hi Hi Hi,Paul McCartney & Wings,1972
High Time We Went,Joe Cocker,1972
Highway Star,Deep Purple,1972
Hoedown,Emerson Lake & Palmer,1972
Hold Your Head Up,Argent,1972
Honky Cat,Elton John,1972
How Can You Keep Moving,Ry Cooder,1972
How Can You Mend A Broken Heart,Al Green,1972
How Do You Do?,Mouth & MacNeal,1972
How Many More Years,Freddie King,1972
Howard Hughes' Blues,John Hartford,1972
I Can See Clearly Now,Johnny Nash,1972
I Can't Get Next To You,Al Green,1972
I Don't Want Nobody,Randy California,1972
I Hear You Knockin',Dave Edmunds,1972
I Just Want To See His Face,The Rolling Stones,1972
I Know,Bonnie Raitt,1972
I Like It Like That,Brinsley Schwarz,1972
I Scare Myself,Dan Hicks & The Hot Licks,1972
I Wanna Be With You,The Raspberries,1972
I Will Be There,Van Morrison,1972
I Won't Let It 'Appen Agen,Slade,1972
If There Is Something,Roxy Music,1972
If You Don't Know Me By Now,Harold Melvin & The Bluenotes,1972
Iko Iko,Dr. John,1972
In The Street,Big Star,1972
Inner City Blues (Make Me Wanna Holler),Grover Washington Jr.,1972
Isn't Life Strange,The Moody Blues,1972
It Ain't Easy,David Bowie,1972
It Never Rains In Southern California,Albert Hammond,1972
Its Just Begun,Jimmy Castor Bunch,1972
It's Hard To Be A Saint In The City,Bruce Springsteen,1972
It's Lonely At The Top,Randy Newman,1972
I'll Play The Blues For You,Albert King,1972
I'll Take You There,The Staple Singers,1972
I'm Coming Back For You,Elf,1972
I'm Glad You're Mine,Al Green,1972
I'm Just A Singer (in A Rock And Roll Band),The Moody Blues,1972
I'm So Green,Can,1972
I'm Still In Love With You,Al Green,1972
I'm Stone In Love with You,The Stylistics,1972
I've Found Someone Of My Own,Free Movement,1972
I've Never Found A Girl (Who Loves Me Like You Do),Al Green,1972
Jack Straw,Grateful Dead,1972
Jack Straw,Grateful Dead,1972
Jackie Wilson Said (I'm In Heaven When You Smile),Van Morrison,1972
Jamaica Say You Will,Jackson Browne,1972
Jesus Is Just Alright With Me,The Doobie Brothers,1972
Jesus Was A Capricorn,Kris Kristofferson,1972
Johnny Too Bad,The Slickers,1972
Join Together,The Who,1972
Jungle Fever,Chakachas,1972
Keep On Truckin',Hot Tuna,1972
Kings,Steely Dan,1972
Kissing My Love,Bill Withers,1972
Knots,Gentle Giant,1972
La-la For You,Al Green,1972
Lady,Fela Kuti,1972
Lady Stardust,David Bowie,1972
Lazy,Deep Purple,1972
Lean On Me,Bill Withers,1972
Let's See Action,Pete Townshend,1972
Let's Stay Together,Al Green,1972
Little Child Runnin' Wild,Curtis Mayfield,1972
Little Willy,Sweet,1972
Living In The Past,Jethro Tull,1972
Look What You've Done For Me,Al Green,1972
Looks Like Rain,Bob Weir,1972
Lost In A Lost World,The Moody Blues,1972
Lost In The Flood,Bruce Springsteen,1972
Love And Happiness,Al Green,1972
Love Has No Pride,Bonnie Raitt,1972
Love Me Like A Man,Bonnie Raitt,1972
Love Train,The O'Jays,1972
Loving Cup,The Rolling Stones,1972
Magnet,NRBQ,1972
Magnolia,J. J. Cale,1972
Main Title (The Godfather Waltz),Nino Rota,1972
Mama Weer All Crazee Now,Slade,1972
Mary Queen Of Arkansas,Bruce Springsteen,1972
Me & Baby Jane,Leon Russell,1972
Me And Julio Down By The Schoolyard,Paul Simon,1972
Me and Mrs. Jones,Billy Paul,1972
Melissa,The Allman Brothers,1972
Mess Around,Dr. John,1972
Metal Guru,T Rex,1972
Mexicali Blues,Bob Weir,1972
Mezmerization Eclipse,Captain Beyond,1972
Midnight Bus,Jesse Winchester,1972
Midnight Cruiser,Steely Dan,1972
Mona Lisas And Mad Hatters,Elton John,1972
Moody Richard,Dan Hicks & The Hot Licks,1972
Mother And Child Reunion,Paul Simon,1972
Mother Nature,The Temptations,1972
Mountain Jam,The Allman Brothers,1972
Mr. Bojangles,David Bromberg,1972
My Ding-A-Ling,Chuck Berry,1972
Natural High,Bloodstone,1972
New York City,John Lennon,1972
No Thing On Me (Cocaine Song),Curtis Mayfield,1972
Nobody But You,Loggins & Messina,1972
Oh Girl,The Chi-Lites,1972
Oh Me Oh My (I'm A Fool For You Baby),Aretha Franklin,1972
Oh! No Not My Baby,Rod Stewart,1972
"Oh, Babe, What Would You Say?",Hurricane Smith,1972
Old Man,Neil Young,1972
Old Time Lovin,Al Green,1972
Old World,The Modern Lovers,1972
One More Night,Can,1972
One More Saturday Night,Bob Weir,1972
One Of The Boys,Mott The Hoople,1972
One Way Out,The Allman Brothers,1972
Only a Fool Would Say That,Steely Dan,1972
Out In The Woods,Leon Russell,1972
Out On The Weekend,Neil Young,1972
Pancho and Lefty,Townes Van Zandt,1972
"Peaceful, Easy Feeling",The Eagles,1972
Perfect Day,Lou Reed,1972
Pink Moon,Nick Drake,1972
Political Science,Randy Newman,1972
President Kennedy,Ry Cooder,1972
Public Animal #9,Alice Cooper,1972
Pure And Easy,Pete Townshend,1972
Pusherman,Curtis Mayfield,1972
Re-Make/Re-Model,Roxy Music,1972
Reconsider Baby,Freddie King,1972
Reconsider Baby,Freddie King,1972
Reelin' & Rockin',Chuck Berry,1972
Reelin' In The Years,Steely Dan,1972
Respect Yourself,The Staple Singers,1972
Rip This Joint,The Rolling Stones,1972
Rock & Roll Lullaby,B.J. Thomas,1972
Rock & Roll Music To The World,Ten Years After,1972
Rock Me On The Water,Jackson Browne,1972
Rocket Man,Elton John,1972
Rockin' Down The Highway,The Doobie Brothers,1972
Rocks Off,The Rolling Stones,1972
Run To Me,Bee Gees,1972
Sail Away,Randy Newman,1972
Sailin' Shoes,Little Feat,1972
Saint Dominic's Preview,Van Morrison,1972
Satellite Of Love,Lou Reed,1972
Saturday In The Park,Chicago,1972
School's Out,Alice Cooper,1972
Sentimental Lady,Fleetwood Mac,1972
Sharon,David Bromberg,1972
Shine A Light,The Rolling Stones,1972
Siberian Khatru,Yes,1972
Smoke On The Water,Deep Purple,1972
So You're Leaving,Al Green,1972
Song For Jeffrey,Jethro Tull,1972
Song Sung Blue,Neil Diamond,1972
Soul Survivor,The Rolling Stones,1972
Space Truckin',Deep Purple,1972
Spare Me A Little Of Your Love,Fleetwood Mac,1972
Speak To The Sky,Rick Springfield,1972
Stack-A-Lee,Dr. John,1972
Starting All Over Again,Mel & Tim,1972
Stop Breakin' Down,The Rolling Stones,1972
Summer Breeze,Seals & Crofts,1972
