Artist,Title
The Flaming Lips,The Castle
Phish,Breath and Burning
Magic Sam,Sweet Home Chicago
Eagle-Eye Cherry,Save Tonight
The Shins,Dead Alive
Joseph,SOS (Overboard)
The Head And The Heart,All We Ever Knew
Lou Reed,Sally Can't Dance
The Rolling Stones,Just Your Fool
Edward Sharpe & The Magnetic Zeros,Home
Rod Stewart,You Wear It Well
Katie Barbato,Won't Back Down
Smokey Robinson & The Miracles,I Second That Emotion
Dawes,When the Tequila Runs Out
North Mississippi Allstars,Shake 'Em On Down
Sting,I Can't Stop Thinking About You
Steve Winwood,Arc Of A Diver
Van Morrison,Too Late
Drive-By Truckers,What It Means
Prince,Sign O' The Times
Edgar Winter Group,Frankenstein
Deep Purple,Space Truckin'
War,Low Rider
Fleetwood Mac,Hypnotized
Little Feat,Oh Atlanta
Golden Earring,Radar Love
Lotus,Eats The Light
Amanda Shires,When You're Gone
Creedence Clearwater Revival,Born On The Bayou
World Party,Put The Message In The Box
Leonard Cohen,You Want It Darker
Sturgill Simpson,Brace For Impact
Bob Marley & The Wailers,No Woman No Cry
The Frightnrs,Nothing More To Say
Iggy Pop,Gardenia
Middle Kids,Your Love
Tegan And Sara,Walking With A Ghost
Tegan And Sara,Hell
Counting Crows,Anna Begins
Rachael Yamagata,Over
U2,Stuck In A Moment You Can't Get Out Of
Amos Lee,Running Out Of Time
Liz Longley,Weightless
New Order,Restless
The Record Company,Rita Mae Young
Norah Jones,Flipside
The Growlers,I'll Be Around
Whitney,No Matter Where We Go
Warpaint,New Song
American Dinosaur,Lizard Queen
Spirit,Fresh Garbage
Joan Osborne,What Becomes Of The Brokenhearted
Good Old War,Tell Me What You Want From Me
Suzanne Vega,Left Of Center
The War On Drugs,An Ocean In Between The Waves
Feist,1234
John Fullbright,Gawd Above
Dr. Dog,Worst Trip
Bonnie Raitt,You've Been In Love Too Long
Santana,Everybody's Everything
Rodrigo Y Gabriela,Tamacun
Sonia de los Santos & Elena Moon Park,The Man Who Sold The World
Jim James,Here In Spirit
eels,Novocaine For The Soul
Aztec Camera,Oblivious
Joseph,SOS (Overboard)
The Clash,I'm So Bored With The U.s.a.
Dead Milkmen,Punk Rock Girl
Shovels & Rope,I Know
Kraftwerk,Home Computer
MGMT,Electric Feel
Maggie Rogers,Alaska
Mondo Cozmo,Shine
Bob Dylan,Buckets of Rain
Depeche Mode,Never Let Me Down Again
The Pretenders,Holy Commotion
Talking Heads,Making Flippy Floppy
Nite-Funk,Let Me Be Me
Bon Iver,"33 ""GOD"""
Ingrid Michaelson,The Way I Am
Cousteau,Last Good Day Of The Year
Nik Greeley & The Operators,Stars
Old 97's,Dance With Me
The Shins,Dead Alive
Hamilton Leithauser + Rostam,A 1000 Times
Hall & Oates,She's Gone
David Bowie,I Can't Give Everything Away
Ruby Rose Fox,Bury the Body
Elvis Costello,Man Out Of Time
Purling Hiss,Fever
Frank Ocean,Pink + White
Joe Jackson,Breaking Us In Two
Tegan And Sara,Back In Your Head
Tegan And Sara,Back In Your Head
The Jacksons,Enjoy Yourself
Red Hot Chili Peppers,Go Robot
Van Morrison,Sweet Thing
Valerie June,Astral Plane
Sting,I Can't Stop Thinking About You
Adam Ant,Desperate But Not Serious
Cocteau Twins,Pearly-dewdrops' Drops
Leonard Cohen,You Want It Darker
R. E. M.,The Great Beyond
Hope Sandoval & The Warm Inventions,Let Me Get There (feat. Kurt Vile)
Robert Ellis,California
John Hiatt,Memphis In The Meantime
Oasis,Live Forever
Solange,Cranes In The Sky
Jackson Browne,You Love The Thunder
Amy Helm,Rescue Me
Damien Rice,Delicate
case/lang/veirs,Best Kept Secret
Car Seat Headrest,Drunk Drivers/Killer Whales
The Smiths,The Headmaster Ritual
Jack Johnson,Bubble Toes
Loamlands,Little River
Indigo Girls,Closer To Fine
Bruce Springsteen,Tougher Than The Rest
Bob Weir,Only A River
The Gaslight Anthem,American Slang
Grace Potter And The Nocturnals,Nothing But The Water II
Kings Of Leon,Waste A Moment
Semisonic,Closing Time
Prefab Sprout,When Love Breaks Down
Kyle Craft,Eye Of A Hurricane
Dawes,When the Tequila Runs Out
Steve Forbert,Born Too Late
Madisen Ward and the Mama Bear,Silent Movies
Rachael Yamagata,Over
The Menzingers,Lookers
The Supremes,My World Is Empty Without You
Warpaint,New Song
The Lone Bellow,Take My Love
The Rolling Stones,Hate To See You Go
Band Of Horses,Casual Party
The Head And The Heart,Rhythm & Blues
The Strokes,Last Nite
Middle Kids,Your Love
Middle Kids,Your Love
The Avett Brothers,Ain't No Man
The Beach Boys,"Caroline, No"
Fujiya & Miyagi,Outstripping (The Speed Of Light)
Young Gun Silver Fox,You Can Feel It
Peter Gabriel,In Your Eyes
Brent Cobb,Solving Problems
Meat Puppets,Up On The Sun
Dwight Yoakam,Second Hand Heart
The Clash,Train In Vain
The Chills,Heavenly Pop Hit
Neil Young,Drive Back
Alabama Shakes,Shoegaze
Adele,Hello
Stevie Wonder,That Girl
The Specials,Ghost Town
The Specials,Ghost Town
Parquet Courts,Berlin Got Blurry
Joe Jackson,Steppin Out
Dr. Dog,Lonesome
Nick Waterhouse,Katchi
Phish,Breath and Burning
The Beatles,Eight Days A Week
Nick Lowe,So It Goes
Jimmy McGriff,The Last Minute
John Fahey,Wanda Russell's Blues
