Artist,Title
Rachael Yamagata,Over
Brent Cobb,Solving Problems
Brent Cobb,Diggin' Holes
Wild Cub,Thunder Clatter
Seal,Crazy
Leonard Cohen,You Want It Darker
Band Of Horses,Casual Party
R. E. M.,Catapult
The Shins,Dead Alive
Liz Longley,Weightless
Crosby Stills & Nash,Guinnevere
Good Old War,Broken Into Better Shape
Brandi Carlile,Throw It All Away
Shovels & Rope,I Know
Albert King,Born Under A Bad Sign
Middle Kids,Your Love
Tears For Fears,Sowing The Seeds Of Love
Norah Jones,Flipside
Midnight Oil,Beds Are Burning
Radiohead,Burn The Witch
Telepopmusik,Breathe
Willie Nelson,Just Breathe
Phish,Breath and Burning
David Gilmour,Take A Breath
Quicksilver Messenger Service,Fresh Air
Alexi Murdoch,Breathe
Pearl Jam,Just Breathe
Red Hot Chili Peppers,Go Robot
Nikka Costa,Like A Feather
Yeasayer,2080
Dr. Dog,Bring My Baby Back
Jerry Butler,Only The Strong Survive
Amos Lee,Vaporize
St. Vincent,Teenage Talk
Joseph Arthur,Saint of Impossible Causes
Nite-Funk,Let Me Be Me
Todd Rundgren,All The Children Sing
The Verve,Bittersweet Symphony
Maggie Rogers,Alaska
Ingrid Michaelson,Girls Chase Boys
Ray Lamontagne,Hey No Pressure
Mondo Cozmo,Shine
Brent Cobb,Solving Problems
The Jam,The Bitterest Pill
Patti Smith,Because The Night
B-52's,Legal Tender
The Rolling Stones,Hate To See You Go
Lydia Loveless,Longer
The Shelters,Rebel Heart
Strand Of Oaks,Shut In
Cheap Trick,Southern Girls
David Gray,Babylon
The Hooters,All You Zombies
Travis,Sing
Karl Blau,To Love Somebody
The Head And The Heart,All We Ever Knew
Teddy Thompson,Wake Up
Barenaked Ladies,One Week
Loggins & Messina,Angry Eyes
The Record Company,Rita Mae Young
Amy Winehouse,Back To Black
Lyle Lovett,This Old Porch
Robert Ellis,California
Frank Ocean,Pink + White
Citizen Cope,Hurricane Waters
Solange,Cranes In The Sky
Kings Of Leon,Waste A Moment
The Breeders,Divine Hammer
Walker Lukens,Lifted
Alabama Shakes,I Ain't the Same
Bruce Springsteen,Out In The Street
The Shins,Dead Alive
Nick Waterhouse,Katchi
Dave Clark Five,Glad All Over
Arcade Fire,Reflektor
Warpaint,New Song
Robert Palmer,Every Kind Of People
Jim James,Here In Spirit
Honus Honus,Oh No!
Todd Rundgren,Just One Victory
The Avett Brothers,Ain't No Man
Michael Nau,Love Survive
Jonatha Brooke,Midnight. Hallelujah
Leonard Cohen,You Want It Darker
The Flaming Lips,The Castle
Ben Folds Five,She Don't Use Jelly (Lounge-a-Palooza Version)
Ben Folds Five,Battle Of Who Could Care Less
Joseph,SOS (Overboard)
Buddy Holly,Maybe Baby
Norah Jones,Flipside
Car Seat Headrest,Drunk Drivers/Killer Whales
Parquet Courts,Berlin Got Blurry
Red Hot Chili Peppers,Breaking The Girl
LP,Lost On You
Stevie Ray Vaughan,Couldn't Stand The Weather
Doyle Bramhall II,Mama Can't Help You
Bob Weir,Only A River
Nirvana,The Man Who Sold The World
Diane Birch,Nothing But A Miracle
Hamilton Leithauser + Rostam,A 1000 Times
Vampire Weekend,A-Punk
The Blasters,Marie Marie
Shovels & Rope,I Know
Drive-By Truckers,What It Means
Edward Sharpe & The Magnetic Zeros,40 Day Dream
Camper Van Beethoven,Take The Skinheads Bowling
Hooton Tennis Club,Katy-Anne Bellis
The Lumineers,Ophelia
Hiss Golden Messenger,Biloxi
Mondo Cozmo,Shine
Dawes,Roll With The Punches
The Marcus King Band,Ain't Nothing Wrong With That
Diego Garcia,You Were Never There
Linda Ronstadt,Lose Again
The Frightnrs,Nothing More To Say
Bob Marley & The Wailers,Lively Up Yourself
Colvin & Earle,You're Right (I'm Wrong)
Nanci Griffith,These Days In An Open Book
Big Country,In A Big Country
Bon Iver,"33 ""GOD"""
Dawg Yawp,Lost At Sea
Brighter Side Of Darkness,Love Jones
U2,I Still Haven't Found What I'm Looking For
Fujiya & Miyagi,Outstripping (The Speed Of Light)
Brent Cobb,Solving Problems
The Beatles,If I Fell
Lake Street Dive,Close to Me
Ray Lamontagne,You Can Bring Me Flowers
Tame Impala,Feels Like We Only Go Backwards
Kaiser Chiefs,Ruby
Margaret Glaspy,You & I
Margaret Glaspy,You & I
Hem,Half Acre
Ramsey Lewis Trio,"The ""In"" Crowd"
Ramsey Lewis Trio,"The ""In"" Crowd"
Phil Roy,Melt
Nathaniel Rateliff & The Night Sweats,I Need Never Get Old
Yes,Starship Trooper
Purling Hiss,Fever
Stevie Ray Vaughan,Love Struck Baby
Stevie Ray Vaughan,Love Struck Baby
Van Morrison,Too Late
Talk Talk,Talk Talk
Kathleen Edwards,One More Song The Radio Won't Like
Al Wilson,Show And Tell
Squeeze,Tempted
Sting,I Can't Stop Thinking About You
Train,Cab
Mudcrutch,Trailer
Frank Ocean,Pink + White
Amanda Shires,When You're Gone
Ryan Adams,Goodnight Rose
Amos Lee,Running Out Of Time
The Head And The Heart,Rhythm & Blues
Jethro Tull,Bungle In The Jungle
Warpaint,New Song
Hurry,Fascination
Wilco,Impossible Germany
Rachael Yamagata,Over
Darlingside,1979
Kid Creole & The Coconuts,Endicott
Eric Clapton,I'm Tore Down
The Pretenders,Holy Commotion
Count Basie & His Orchestra,One O'Clock Jump (1937 Version)
General Johnson,Only Time Will Tell
