Artist,Title
Cheap Trick,On Top Of The World
CRX,Ways To Fake It
Middle Kids,Your Love
Tame Impala,Why Won't You Make Up Your Mind
Cage The Elephant,Come A Little Closer
Led Zeppelin,Immigrant Song
Lo Moon,Loveless
Blind Melon,Change
Mondo Cozmo,Shine
INXS,New Sensation
Warpaint,New Song
The Stills-Young Band,Midnight On The Bay
Hope Sandoval & The Warm Inventions,Let Me Get There (feat. Kurt Vile)
Yo La Tengo,Periodically Double or Triple
Roger And The Gyosies,Pass The Hatchet
Nick Waterhouse,Katchi
George Harrison,I Dig Love
Radiohead,Exit Music (For A Film)
Sufjan Stevens,Death With Dignity
Utah Symphony Orch/Abravanel,Anderson:  Syncopated Clock
Tyler Ramsey,Please Stop Time
Arthur Lyman,Only Yesterday/Yesterday
Sylvie Simmons,Who Knows Where Time Goes
Sandy Denny,Who Know Where the Time Goes
Ruby Braff  and  Ellis Larkins,I Didn't Know What Time It Was
Peter Eldridge,Some Other Time
Steve Goodman,As Time Goes By
Wendy Waller,Time of the Season
Minas,Hour Glass
Ann Sweeten,The Hourglass
Gregory Alan Isakov,Time Will Tell
Lucinda Williams,Overtime
Vanessa Carlton,Matter of Time
Cassandra Wilson,Until
Stephen Bennett,Time/Breathe
The Wayfaring Strangers,Shifting Sands of Time
Heidi Talbot,Time
Ron Sexsmith,Wastin' Time
Strawbs,"Here today, gone tomorrow"
Grant Green,Idle Moments
David Myles,Turn Time Off
Moya Brennan,Perfect Time
Silvbard,Forever Yours
RedBird,Lovely As the Day is Long
Bob Zentz,"Time, Friend Time"
Jane Ira Bloom,Light Years Away
Brisa Roche,A Minute
Claudia Schmidt,Sometime Ago
WestWind Brass,Stolen Moments
Sandy Denny,No End
Frank Sinatra,"I's Been a Long, Long Time"
RoseWynde,Day By Day
Eve Rantzer,The Test of Time
Kevin Hearn & Thin Buckle,Time Machine
Jack Bruce,Time Repairs
Ray Lynch,"Evenings, Yes"
Keren Ann,Where no endings end
"Harry Connick, Jr.",It's Time
The New Gary Burton Quartet,Was It So Long Ago
Jude Johnstone,It's Gonna Take a While
Damien Jurado,Queen Anne
Susan McKeown,In a Dark Time
Romero Lubambo,In the Wee Small Hours of the Morning
Alexis Taylor,Just for a Little While
The Poozies,Another Train
Kathryn Kaye,Time Moving Slowly
Jeff Herge,Times to Remember
Valerio Piccolo,Facet
Bob Weir,Looks Like Rain
Bob Dylan,Knockin' On Heaven's Door
Stereo MC's,Fever
Erykah Badu,Honey
UB40,One In Ten
Timbuk 3,Sunshine Is Dangerous (acoustic version)
The Bluerunners,The Longest Day
Michael Hall,Trampled Underfoot
Los Lobos,Life Is Good
The Afghan Whigs,Come See About Me
Steely Dan,Kings
J. B. Lenoir,Voodoo Music
Jimi Hendrix,Voodoo Child (slight Return)
Lee Scratch Perry,Heavy Voodoo (featuring Keith Richards)
Spiritualized,Ladies And Gentlemen We Are Floating In Space
Monster Magnet,Space Lord
Steve Miller Band,Space Cowboy
Thievery Corporation,Lebanese Blonde
Chet Faker,Talk is Cheap
Tad,3-D Witch Hunt
Kate Bush,Sat In Your Lap
John Prine,Hello In There
Bob Dylan,If You See Her Say Hello
Alice Cooper,Hello Hooray
Brian Eno,1/1
The Dukes Of Stratosphear,25 O'clock
Nine Inch Nails,Head Like A Hole
King Crimson,Discipline
PJ Harvey,Happy And Bleeding
The Roots,Good Music
D'Angelo,Chicken Grease
Black Joe Lewis & The Honeybears,I'm Broke
King Khan and the Shrines,Welfare Bread
FLYING LIZARDS,SEX MACHINE
Sparks,Angst In My Pants
Count Basie,Jumpin At The Woodside
Nite-Funk,Let Me Be Me
Donna Summer,I Feel Love
Led Zeppelin,Babe I'm Gonna Leave You
Patti Smith,Birdland
Teenage Fanclub,Everything Flows
The Clash,Revolution Rock
The Ramones,Ramones Medley
The Buzzcocks,Hollow Inside
John Cale,Mercenaries (Ready For War)
Electric Light Orchestra,Nightrider
The Undertones,It's Going To Happen!
Tall Dwarfs,Nothing's Going To Happen
T Rex,Rip Off
The Animals,Cheating
Elton John,Holiday Inn
Neil Young & Crazy Horse,Ramada Inn
Blondie Vs. Doors,Rapture Riders
Kraftwerk,Trans-Europe Express
Battles,Ice Cream
X,White Girl
Parquet Courts,"One Man, No City"
Be Bop Deluxe,Life In The Air Age
Be Bop Deluxe,Life In The Air Age
The Notwist,Kong
Roses,Accessory
Cloud Nothings,Modern Act
Gauntlet Hair,Bad Apple
Dirty Projectors,Keep Your Name
tUnE-yArDs,Powa
The Radio Dept.,Occupied
The Radio Dept.,We Got Game
The Shins,Dead Alive
Descendents,Clean Sheets
Priests,JJ
DIIV,Bent (Roi's Song)
Fujiya & Miyagi,Outstripping (The Speed Of Light)
