Artist,Title
Sharon Jones And The Dap-Kings,"Signed, Sealed, Delivered I'm Yours"
Sharon Jones And The Dap-Kings,Natural Born Lover
Chambers Brothers,Funky
The Spinners,The Rubberband Man
John Holt,For The Love Of You
The Isley Brothers,For The Love Of You
Pieces Of A Dream,Mt. Airy Groove
Rick James,Give It To Me Baby
Arthur Conley,Funky Street
Charles Wright & The Watts 103rd Street Rhythm Band,Express Yourself
Blur,Song 2
Neil Young,Peace Trail
Jethro Tull,Bungle In The Jungle
Milky Chance,Cocoon
Living Colour,Cult Of Personality
Greg Sover,Moment
Status Quo,Pictures Of Matchstick Men
Nathaniel Rateliff & The Night Sweats,Look It Here
Nathaniel Rateliff & The Night Sweats,Look It Here
Raul Malo,Every Little Thing About You
Loamlands,Little River
Pete Yorn,Strange Condition
Leonard Cohen,You Want It Darker
Los Lobos,Hurry Tomorrow
Dawg Yawp,Lost At Sea
Field Report,Home (Leave The Lights On)
Steve Earle,Everyone's In Love With You
Dead Or Alive,You Spin Me Round
Dawes,Roll With The Punches
Hot Tuna,Keep On Truckin'
Hot Tuna,Water Song
Red Hot Chili Peppers,Go Robot
Roxy Music,Dance Away
Ron Gallo,"Young Lady, You're Scaring Me"
The Who,Going Mobile
Citizen Cope,Hurricane Waters
Mondo Cozmo,Shine
Darlingside,1979
Shawn Colvin,Tenderness On The Block
Duffy,Mercy
Warpaint,New Song
Steely Dan,Black Friday
Lake Street Dive,Close to Me
Brent Cobb,Solving Problems
The Districts,Rocking Chair
Railroad Earth,Chasin' a Rainbow
Amos Lee,Chill in the Air
Band Of Horses,In A Drawer
Rag 'N' Bone Man,Human
Santana,Waiting
Courtney Barnett,History Eraser
Hoots & Hellmouth,Diction
Tom Petty,Free Girl Now
Talking Heads,Road to Nowhere
The Partridge Family,I Think I Love You
The Brady Bunch,It's a Sunshine Day
Madness,Our House
Crosby Stills & Nash,Our House
Paul Simon,Father And Daughter
Cat Stevens,Father & Son
The Cranberries,Ode To My Family
The Hollies,He Ain't Heavy He's My Brother
Sister Sledge,We Are Family
Jackson 5,Abc
The Beach Boys,Good Vibrations
The Ramones,We're A Happy Family
Three Dog Night,Mama Told Me (Not To Come)
Three Dog Night,Mama Told Me (Not To Come)
The Temptations,Papa Was A Rolling Stone
Sly & The Family Stone,Family Affair
Andra Day,Only Love
Raphael Saadiq,100 Yard Dash
Solange,Cranes In The Sky
Gillian Welch,Pass You By (Alternate Version)
Kings Of Leon,Waste A Moment
The Band,The Last Waltz Suite
The xx,On Hold
The Pretenders,Holy Commotion
Aaron Lee Tasjan,Little Movies
Nick Drake,One Of These Things First
Nick Drake,Pink Moon
New Order,Restless
Gary Numan,Cars
Fujiya & Miyagi,Outstripping (The Speed Of Light)
Louis Prima,Just a Gigolo/I Ain't Got Nobody (Medley)
Norah Jones,Flipside
Amanda Shires,When You're Gone
Robert Cray,Smoking Gun
The Sounds,Tony the Beat
Prince,Little Red Corvette
Chuck Prophet,Bad Year for Rock and Roll
Shovels & Rope,I Know
Ron Gallo,"Young Lady, You're Scaring Me"
The Rolling Stones,Hate To See You Go
Bonnie Raitt,Love Me Like A Man
Bright Eyes,Shell Games
John Mayer,Daughters
Joseph,SOS (Overboard)
Langhorne Slim,Rebel Side Of Heaven
Matt Pond Pa,Whoa
Dawg Yawp,Lost At Sea
Thievery Corporation,Lebanese Blonde
Dinosaur Jr,Start Choppin'
The Replacements,Can't Hardly Wait
Bash & Pop,On The Rocks
case/lang/veirs,Best Kept Secret
Kississippi,Indigo
Jim James,Here In Spirit
Nick Waterhouse,Katchi
The Spinners,Games People Play
Susan Tedeschi,Alone
Bob Dylan,Positively 4th Street
Hamilton Leithauser + Rostam,A 1000 Times
Bob Marley & The Wailers,No Woman No Cry
Michael Kiwanuka,Love & Hate
U2,Stuck In A Moment You Can't Get Out Of
Oasis,Champagne Supernova
Balance and Composure,Call It Losing Touch
Suzanne Vega,Left Of Center
The Thompson Twins,Lies
Milky Chance,Cocoon
The Velvet Underground,Sweet Jane
Middle Kids,Your Love
Band Of Horses,Casual Party
Son Little,The River
Sylvan Esso,Radio
Phish,Breath and Burning
Neil Diamond,"Cherry, Cherry"
The Head And The Heart,Rhythm & Blues
Nirvana,Heart-Shaped Box
Neil Young,Peace Trail
Dawes,Roll With The Punches
Jackson Browne,The Night Inside Me
David Bowie,Drive-in Saturday
The Dean Ween Group,Mercedes Benz
Frank Ocean,Pink + White
Dave Alvin,King Of California
Leonard Cohen,You Want It Darker
Steve Winwood,Higher Love
Simple Minds,Don't You (forget About Me)
Paul Simon,Wristband
Paul Simon,Wristband
Cracker,Teen Angst (What The World Needs Now)
Dr. John,Revolution
Ray Barretto,A Deeper Shade Of Soul
Tim Curry,I Do The Rock
Paul Westerberg,First Glimmer
The Kinks,Everybody's Gonna Be Happy
The Beatles,If I Fell
Beck,Dreams
Kings Of Leon,Waste A Moment
Alanis Morissette,Ironic
Parquet Courts,Berlin Got Blurry
Richard Thompson,"Easy There, Steady Now"
Solange,Cranes In The Sky
Brooks Williams,Goodbye Walker Percy
Xiu Xiu,Laura Palmer's Theme
