Artist,Title
Murray McLauchlan,Home from the Forest
Gordon Lightfoot,"Oh, Linda"
Tonny Bennett,You Don't Know What Love Is
The Alonzo Spirit Band,You Oughta Know
Brett Dennen,Strawberry Road
Lang Lang featuring Madeleine Peyroux,Moon River
Charlotte Day Wilson,Where Do You Go
Stanley Cowell,November Mood
Leyla McCalla,Minias Azaka
The Furious Seasons,Glad It's Mine
2 Cellos,Candle in the Wind
Sean Carey,Supermoon
Four Wishes,Il Ballerino & Morning Bells
Wynton Marsalis,My Romance & Everything Happens to Me
Bruce Cockburn,Ribbon of Darkness
Super XX Man,September/November
Gary Schocker,November Song
Dennis Caraher,To Tune A Guitar
Blackmore's Night,"Long, Long Time"
Kenny White,Lights Over Broadway
Ray Benson,In the Blink of an Eye
John McKone,Too Late
Trio  les GAVOTTES,Sowash:  Lento  from  Ombres de Novembre
Garnet Rogers,11 :  11
St. Andrew's  Concert Choir,What a Wonderful World
The Crusaders,A Ballad for Joe (Lewis)
Benjamin Carr,A Conversation with the Tides
Joni Mitchell,"Both Sides, Now"
Connie Kaldor,If You Could Read My Mind
Gordon Lightfoot,The First Time
John Conahan Group,November
Ann Sweeten,Rainbow Moon
Rachel Ries,October
The Wyrd Sisters,Leave a Little Light
El McMeen,Guantanamera
Heather Nova,I'm  Air
Elton John,Amoreena
Genesis,Get 'em Out By Friday
The Beatles,I'm Only Sleeping
Neil Young,Tired Eyes
SAVOY BROWN,I'm Tired
Petula Clark,Don't Sleep In The Subway
The Bottle Rockets,Early In The Morning
The Replacements,Stuck In The Middle
Was (Not Was),"Dad, I'm In Jail"
Bad Brains,Pay To Cum!
H-Bomb Ferguson,Midnight Ramblin' Tonight
Television's Greatest Hits,The Munsters (TV  theme)
My Bloody Valentine,Touched
Bob Wills & His Texas Playboys,I'm A Ding-Dong Daddy From Dumas
Black Flag,Rise Above
Bob Dylan,Sad Eyed Lady Of The Lowlands
Nick Drake,One Of These Things First
Franz Ferdinand,Right Action
Sweet,Action
Elvis Costello & The Attractions,No Action
The Velvet Underground & Nico,Venus In Furs
David Bowie,Blackstar
Roxy Music,The Thrill Of It All
The Dukes Of Stratosphear,25 O'clock
Urge Overkill,Vacation In Tokyo
Frank Marino & Mahogany Rush,The Answer
U.F.O.,Lights Out
Harry Nilsson,Spaceman
Dan Hicks & The Hot Licks,Hell I'd Go!
Joy Of Cooking,Flying Saucer Blues
New York Dolls,Dance Like A Monkey
David Bowie,Let's Dance
Patti Smith,Birdland
Budgie,Zoom Club
The Black Crowes,Sometimes Salvation
Joni Mitchell,Black Crow
Brent Cobb,Black Crow
Teenage Fanclub,Everything Flows
Oasis,Supersonic
Flamin' Groovies,Slow Death
James Darren,Goodbye Cruel World
Royal Crescent Mob,Big Show
DJ Shadow,The Sideshow
Dionne Warwick,Walk On By
The Stranglers,Walk On By
Isaac Hayes,Walk On By
Led Zeppelin,Achilles Last Stand
Fairport Convention,A Sailor's Life
DMZ,From Home
The Stooges,Loose
The Replacements,Shutup
Todd Rundgren,Onomatopeia
Electric Light Orchestra,One Summer Dream
Neil Young,There's A World
Garland Jeffreys,Ghostwriter
John Cale,Dancing Undercover
Ice T,You Played Yourself
Jeff Beck,Rock My Plimsoul
Booker T. & The MG's,Soul Clap '69
Nick Murphy,Stop Me (Stop You)
X,The Unheard Music
The Pretenders,Private Life (live)
Ron Gallo,"Young Lady, You're Scaring Me"
Let's Active,Waters Part
The Music Tapes,In An Ice Palace
Crocodiles,Welcome To Hell
Spoon,Who Makes Your Money
Soft Hair,Lying Has To Stop
Ian Sweet,All Skaters Go To Heaven
Hamilton Leithauser,I Retired
Midlake,Van Occupanther
Elephant Stone,Love Is Like A Spinning Wheel
St. Vincent,Actor Out Of Work
Thee Oh Sees,The Poem
Male Bonding,Hands
The Clean,Circle Canyon
NE-HI,Stay Young
Liars,Freak Out
