Artist,Title,Album,Air Time
Pink Martini,Qu Sera Sera,Sympathique,2022-12-05 17:38:39
Busta Rhymes,Put Your Hands Where My Eyes Can See,When Disaster Strikes,2022-12-05 17:35:21
World Party,Put The Message In The Box,Goodbye Jumbo,2022-12-05 17:31:13
Aimee Mann,Put Me On Top,Whatever,2022-12-05 17:26:11
Garbage,Push It,Version 2.0,2022-12-05 17:22:05
Matchbox Twenty,Push,Yourself or Someone Like You,2022-12-05 17:18:13
The Lightning Seeds,Pure,Cloudcuckooland,2022-12-05 17:13:01
Supergrass,Pumping On Your Stereo,Supergrass,2022-12-05 17:09:54
Massive Attack,Protection,Protection,2022-12-05 17:00:36
The Roots,Proceed,Do You Want More?!!!??!,2022-12-05 16:55:33
Lyle Lovett,Private Conversation,The Road To Ensenada,2022-12-05 16:50:13
Neil Young,Prime Of Life,Sleeps With Angels,2022-12-05 16:46:13
Tori Amos,Pretty Good Year,Under The Pink,2022-12-05 16:42:50
L7,Pretend We're Dead,Bricks Are Heavy,2022-12-05 16:37:41
Seal,Prayer For The Dying,Seal,2022-12-05 16:32:36
Fatboy Slim,Praise You,"You've Come A Long Way, Baby",2022-12-05 16:28:54
Ziggy Marley,Power To Move Ya,Free Like We Want 2 B,2022-12-05 16:23:46
Indigo Girls,Power Of Two,Swamp Ophelia,2022-12-05 16:18:22
Luther Vandross,Power of Love (Love Power),Power of Love,2022-12-05 16:14:11
Cowboy Junkies,Powderfinger,The Caution Horses,2022-12-05 16:06:32
The Toadies,Possum Kingdom,Rubberneck,2022-12-05 16:00:41
Sarah McLachlan,Possession,Fumbling Towards Ecstasy,2022-12-05 15:55:40
Urge Overkill,Positive Bleeding,Saturation,2022-12-05 15:52:06
Moby,Porcelain,Play,2022-12-05 15:47:10
Nada Surf,Popular,High/low,2022-12-05 15:43:29
Chet Atkins & Mark Knopfler,Poor Boy Blues,The Essential Chet Atkins,2022-12-05 15:39:34
Liz Phair,Polyester Bride,Whitechocolatespacegg,2022-12-05 15:34:04
Nirvana,Polly,MTV Unplugged In New York,2022-12-05 15:28:01
Depeche Mode,Policy Of Truth,Violator,2022-12-05 15:21:44
Chris Whitley,Poison Girl,Living With The Law,2022-12-05 15:18:15
Bell Biv DeVoe,Poison,Poison,2022-12-05 15:13:55
The Tragically Hip,Poets,Phantom Power,2022-12-05 15:08:02
Stone Temple Pilots,Plush,Core,2022-12-05 15:03:37
Sponge,Plowed,Rotting Pinata,2022-12-05 15:00:32
David Gray,Please Forgive Me,White Ladder,2022-12-05 14:54:33
Joan Baez,Play Me Backwards,Play Me Backwards,2022-12-05 14:49:28
Nirvana,Plateau (ft The Meat Puppets),MTV Unplugged In New York,2022-12-05 14:46:12
Radiohead,Planet Telex,The Bends,2022-12-05 14:41:48
Stereolab,Ping Pong,Mars Audiac Quintet,2022-12-05 14:36:32
Lucinda Williams,Pineola,Car Wheels On A Gravel Road (deluxe Edition),2022-12-05 14:32:26
Eric Clapton,Pilgrim,Pilgrim,2022-12-05 14:26:39
Widespread Panic,Pickin' Up The Pieces,Everyday,2022-12-05 14:20:44
Redman,Pick It Up,Muddy Waters,2022-12-05 14:17:22
The Verve Pipe,Photograph,Villains,2022-12-05 14:12:39
Van Morrison,Philosopher's Stone,Back On Top,2022-12-05 14:05:07
Eve,Philly Philly,Let There Be Eve,2022-12-05 14:00:25
Porno For Pyros,Pets,Porno For Pyros,2022-12-05 13:56:31
Tim Finn,Persuasion,Before & After,2022-12-05 13:51:27
Depeche Mode,Personal Jesus,Violator,2022-12-05 13:46:35
John Hiatt,Perfectly Good Guitar,Perfectly Good Guitar,2022-12-05 13:41:53
Van Morrison,Perfect Fit,Days Like This,2022-12-05 13:31:51
Counting Crows,Perfect Blue Buildings,August And Everything After,2022-12-05 13:26:53
Butthole Surfers,Pepper,Electriclarryland,2022-12-05 13:20:07
Leo Kottke,Pepe Hush,Great Big Boy,2022-12-05 13:16:26
Loudon Wainwright III,People In Love,History,2022-12-05 13:13:31
Arrested Development,People Everyday,"3 Years, 5 Months & 2 Days In The ...",2022-12-05 13:08:45
Joan Osborne,Pensacola,Relish,2022-12-05 13:04:07
Nirvana,Pennyroyal Tea,In Utero,2022-12-05 13:00:38
Nirvana,Pennyroyal Tea,MTV Unplugged In New York,2022-12-05 12:56:47
Pulp,Pencil Skirt,Different Class,2022-12-05 12:53:30
KMD,Peachfuzz,Mr. Hood,2022-12-05 12:48:25
The Presidents Of The United States Of America,Peaches,The Presidents Of The United States Of America,2022-12-05 12:45:37
Indigo Girls,Peace Tonight,Come On Now Social,2022-12-05 12:41:23
Beck,Pay No Mind (Snoozer),Mellow Gold,2022-12-05 12:37:18
Sarah McLachlan,Path Of Thorns,Solace,2022-12-05 12:31:48
Tori Amos,Past The Mission,Under The Pink,2022-12-05 12:27:49
Mary Chapin Carpenter,Passionate Kisses,Come On Come On,2022-12-05 12:23:09
The Pharcyde,Passin' Me By,Bizzare Ride II The Pharcyde,2022-12-05 12:16:38
Gillian Welch,Pass You By,Revival,2022-12-05 12:12:53
Beastie Boys,Pass The Mic,Check Your Head,2022-12-05 12:07:20
They Might Be Giants,Particle Man,Flood,2022-12-05 12:04:39
Blur,Parklife,Parklife,2022-12-05 12:01:37
Ellis Paul,Paris In A Day,A Carnival Of Voices,2022-12-05 11:56:11
Robert Cray,Pardon,Take Your Shoes Off,2022-12-05 11:50:44
Radiohead,Paranoid Android,OK Computer,2022-12-05 11:44:17
Bodeans,Paradise,Black & White,2022-12-05 11:39:37
Fiona Apple,Paper Bag,When The Pawn...,2022-12-05 11:35:48
Jimmy Smith,Papa's Got A Brand New Bag,Damn!,2022-12-05 11:28:15
Was (Not Was),Papa Was A Rollin' Stone,Are You Okay?,2022-12-05 11:20:32
Bonnie Raitt,Papa Come Quick,Luck Of The Draw,2022-12-05 11:17:42
Bettie Serveert,Palomine,Palomine,2022-12-05 11:11:12
Live,Pain Lies On The Riverside,Mental Jewelry,2022-12-05 11:06:07
The Iguanas,Oye Isabel,Nuevo Boogaloo,2022-12-05 11:01:39
Tricky,Overcome,Maxinquaye,2022-12-05 10:56:37
Neil Young & Crazy Horse,Over and Over,Ragged Glory,2022-12-05 10:47:10
Wilco,Outtasite (Outta Mind),Being There,2022-12-05 10:43:07
Wilco,Outta Mind (Outta Sight),Being There,2022-12-05 10:38:50
Dinosaur Jr,Out There,Where You Been,2022-12-05 10:32:49
Tegan and Sara,Our Trees,Under Feet Like Ours,2022-12-05 10:29:04
Iris Dement,Our Town,Infamous Angel,2022-12-05 10:22:29
Jeb Loy Nichols,Our Good Good Thing,Lovers Knot,2022-12-05 10:19:21
Erykah Badu,Other Side of the Game,Baduizm,2022-12-05 10:12:54
DJ Shadow,Organ Donor,Endtroducing,2022-12-05 10:06:48
Cowboy Junkies,Oregon Hill,Black Eyed Man,2022-12-05 10:01:57
The Sounds Of Blackness,Optimistic,The Evolution of Gospel,2022-12-05 09:56:06
Maria McKee,Opelousas,Sweet Relief: A Benefit For Victoria Williams,2022-12-05 09:51:32
De La Soul,Oodles of O's,De La Soul is Dead,2022-12-05 09:48:12
Portishead,Only You,Portishead,2022-12-05 09:43:09
Hootie & The Blowfish,Only Wanna Be With You,CRACKED REAR VIEW,2022-12-05 09:38:39
My Bloody Valentine,Only Shallow,Loveless,2022-12-05 09:32:41
Saint Etienne,Only Love Can Break Your Heart,Fox Base Alpha,2022-12-05 09:28:13
Garbage,Only Happy When It Rains,Garbage,2022-12-05 09:22:29
The Black Crowes,Only a Fool,By Your Side,2022-12-05 09:18:50
Barenaked Ladies,One Week,Stunt,2022-12-05 09:15:55
Mariah Carey,One Sweet Day (ft. Boyz II Men),Daydream,2022-12-05 09:11:20
Joan Osborne,One Of Us,Relish,2022-12-05 09:04:39
Van Morrison,One Of These Days,Tell Me Something,2022-12-05 09:01:27
Gillian Welch,One More Dollar,Revival,2022-12-05 08:56:24
The White Stripes,One More Cup Of Coffee,The White Stripes,2022-12-05 08:53:15
Aaliyah,One in a Million,One in a Million,2022-12-05 08:45:35
The Wallflowers,One Headlight,Bringing Down The Horse,2022-12-05 08:40:25
Cher,One By One,It's A Man's World,2022-12-05 08:34:07
Patty Griffin,One Big Love,Flaming Red,2022-12-05 08:30:14
Bonnie Raitt,One Belief Away,Fundamental,2022-12-05 08:26:24
U2,One,Achtung Baby,2022-12-05 08:18:05
Aimee Mann,One,For The Love Of Harry: Songs Of Harry Nilsson,2022-12-05 08:15:15
Pearl Jam,Once,Ten,2022-12-05 08:10:40
Freedy Johnston,On The Way Out,Never Home,2022-12-05 08:06:47
Dire Straits,On Every Street,On Every Street,2022-12-05 08:01:53
Boyz II Men,On Bended Knee,II,2022-12-05 07:55:51
Nirvana,On A Plain,MTV Unplugged In New York,2022-12-05 07:48:12
Erykah Badu,On & On,Baduizm,2022-12-05 07:44:26
Counting Crows,Omaha,August And Everything After,2022-12-05 07:39:07
Shawn Colvin,Ol' 55,Cover Girl,2022-12-05 07:35:27
Johnny A,Oh Yeah,Sometime Tuesday Morning,2022-12-05 07:29:34
A Tribe Called Quest,Oh My God,Midnight Marauders,2022-12-05 07:26:04
Shaggy,Oh Carolina,Pure Pleasure,2022-12-05 07:19:26
Alison Krauss,Oh Atlanta,Now That I've Found You: A Collection,2022-12-05 07:14:39
The Cranberries,Ode To My Family,No Need To Argue,2022-12-05 07:10:11
Pearl Jam,Oceans,Ten,2022-12-05 07:04:41
Naughty By Nature,O.P.P.,Naughty By Nature,2022-12-05 07:00:18
Dr. Dre,"Nuthin' But A ""G"" Thang (featuring Snoop Dogg)",The Chronic,2022-12-05 06:55:44
Indigenous,Now That You're Gone,Things We Do,2022-12-05 06:48:39
Heavy D and the Boyz,Now That We Found Love,Peaceful Journey,2022-12-05 06:44:23
eels,Novocaine For The Soul,Beautiful Freak,2022-12-05 06:41:13
Morrissey,November Spawned A Monster,Bona Drag,2022-12-05 06:33:49
Guns n Roses,November Rain,Use Your Illusion I,2022-12-05 06:24:58
Beck,Novacaine,Odelay,2022-12-05 06:17:23
MC Solaar,Nouveau Western,The rebirth of Cool Vol 3,2022-12-05 06:13:38
Pearl Jam,Nothingman,Vitalogy,2022-12-05 06:09:12
Metallica,Nothing Else Matters,Metallica,2022-12-05 05:59:59
Prince,Nothing Compares 2 U,The Hits / The B-Sides,2022-12-05 05:54:20
Sinead O'Connor,Nothing Compares 2 U,I Do Not Want What I Haven't Got,2022-12-05 05:47:42
Saint Etienne,Nothing Can Stop Us,Fox Base Alpha,2022-12-05 05:43:27
Shawn Colvin,Nothin' On Me,A Few Small Repairs,2022-12-05 05:39:31
Del Amitri,Not Where It's At,Hatful Of Rain,2022-12-05 05:35:08
Throwing Muses,Not Too Soon,The Real Ramona,2022-12-05 05:32:04
Bonnie Raitt,Not The Only One,Luck Of The Draw,2022-12-05 05:25:30
The Dandy Warhols,Not If You Were The Last Junkie On Earth,Come Down,2022-12-05 05:21:42
K's Choice,Not An Addict,Paradise In Me,2022-12-05 05:17:22
Ani DiFranco,Not A Pretty Girl,Not A Pretty Girl,2022-12-05 05:13:29
Limp Bizkit,Nookie,Significant Other,2022-12-05 05:08:05
Salt N Pepa,None Of Your Business,Very Necessary,2022-12-05 05:04:38
The Tony Rich Project,Nobody Knows,Words,2022-12-05 04:59:38
The Fugees,No Woman No Cry,The Score,2022-12-05 04:54:48
Radiohead,No Surprises,OK Computer,2022-12-05 04:50:57
Genesis,No Son Of Mine,We Can't Dance,2022-12-05 04:43:21
TLC,No Scrubs,FanMail,2022-12-05 04:39:55
Blind Melon,No Rain,Blind Melon,2022-12-05 04:36:13
Sade,No Ordinary Love,Love Deluxe,2022-12-05 04:31:17
Destiny's Child,No No No Pt. 2,Destiny's Child,2022-12-05 04:27:48
Annie Lennox,No More I Love You's,Medusa,2022-12-05 04:22:59
Sinead Lohan,No Mermaid,No Mermaid,2022-12-05 04:18:05
Alice In Chains,No Excuses,Jar Of Flies,2022-12-05 04:13:46
Blackstreet,No Diggity (feat. Dr. Dre & Queen Pen),Another Level,2022-12-05 04:08:42
Uncle Tupelo,No Depression,No Depression,2022-12-05 04:05:02
Suzanne Vega,No Cheap Thrill,Nine Objects Of Desire,2022-12-05 04:01:48
Bonnie Raitt,No Business,Luck Of The Draw,2022-12-05 03:57:02
Southern Culture On The Skids,Nitty Gritty,Dirt Track Date,2022-12-05 03:54:35
Old 97's,Nineteen,Fight Songs,2022-12-05 03:49:52
R. E. M.,Nightswimming,Automatic For The People,2022-12-05 03:45:47
Bruce Cockburn,Night Train,The Charity Of Night,2022-12-05 03:39:35
Joni Mitchell,Night Ride Home,Night Ride Home,2022-12-05 03:35:31
The Pretenders,Night In My Veins,Last of the Independents,2022-12-05 03:32:11
U2,Night And Day,Red Hot + Blue: A Tribute to Cole Porter,2022-12-05 03:27:05
Foo Fighters,Next Year,There Is Nothing Left To Lose,2022-12-05 03:21:38
Bikini Kill,New Radio,The Singles,2022-12-05 03:18:27
Prince,New Power Generation,Graffiti Bridge,2022-12-05 03:14:56
R. E. M.,New Orleans Instrumental No. 1,Automatic For The People,2022-12-05 03:11:28
Ice-T,New Jack Hustler (Nino's Theme),O.G. Original Gangster,2022-12-05 03:06:41
Roni Size / Reprazent,New Forms (ft. Bahamadia),New Forms,2022-12-05 02:59:17
Mark O'Connor,New Country,Heroes,2022-12-05 02:54:55
Tracy Chapman,New Beginning,New Beginning,2022-12-05 02:49:23
No Doubt,New,Return of Saturn,2022-12-05 02:44:29
Cake,Never There,Prolonging The Magic,2022-12-05 02:41:51
The Brand New Heavies,Never Stop,The Brand New Heavies,2022-12-05 02:37:59
Liz Phair,Never Said,Exile In Guyville,2022-12-05 02:34:17
Elliott Smith,Needle In The Hay,Elliott Smith,2022-12-05 02:29:55
Screaming Trees,Nearly Lost You,Sweet Oblivion,2022-12-05 02:25:57
Folk Implosion,Natural One,Kids (soundtrack),2022-12-05 02:22:15
Moby,Natural Blues,Play,2022-12-05 02:18:01
The Del McCoury Band,Nashville Cats,THE FAMILY,2022-12-05 02:14:27
Indigo Girls,Nashville,Rites of Passage,2022-12-05 02:09:13
Fugees,Nappy Heads,Blunted On Reality,2022-12-05 02:04:35
Goo Goo Dolls,Name,A Boy Named Goo,2022-12-05 02:00:13
Luscious Jackson,Naked Eye,Fever In Fever Out,2022-12-05 01:55:24
U2,Mysterious Ways,Achtung Baby,2022-12-05 01:50:39
The Juliana Hatfield Three,My Sister,Become What You Are,2022-12-05 01:47:23
Lit,My Own Worst Enemy,A Place In The Sun,2022-12-05 01:44:17
David Gray,My Oh My,White Ladder,2022-12-05 01:32:51
Prince,My Name Is Prince,Love Symbol,2022-12-05 01:28:48
Primus,My Name Is Mud,Pork Soda,2022-12-05 01:23:43
Eminem,My Name Is,The Slim Shady Lp,2022-12-05 01:19:10
En Vogue,My Lovin' (You're Never Gonna Get It),Funky Divas,2022-12-05 01:15:11
Morrissey,My Love Life,Morrissey,2022-12-05 01:10:08
Mary J. Blige,My Life,The Colour And The Shape,2022-12-05 01:05:53
Foo Fighters,My Hero,The Colour And The Shape,2022-12-05 01:01:54
Celine Dion,My Heart Will Go On,Titanic: Music from the Motion Picture,2022-12-05 00:56:53
Velocity Girl,My Forgotten Favorite,One Last Kiss,2022-12-05 00:52:17
Sheryl Crow,My Favorite Mistake,The Globe Sessions,2022-12-05 00:48:20
Dream Warriors,My Definition Of A Boombastic Jazz Style,And Now The Legacy Begins,2022-12-05 00:43:50
Midnight Oil,My Country,Earth and Sun and Moon,2022-12-05 00:37:38
Ghost Town DJ's,My Boo,single,2022-12-05 00:31:58
Ween,Mutilated Lips,The Mollusk,2022-12-05 00:26:56
Buddy Guy,Mustang Sally,"Damn Right, I've Got The Blues",2022-12-05 00:21:37
Stardust,Music Sounds Better With You,Music Sounds Better With You,2022-12-05 00:17:12
Chaka Demus & Pliers,Murder She Wrote,Sly & Robbie: In Good Company,2022-12-05 00:13:16
Old 97's,Murder (or A Heart Attack),Fight Songs,2022-12-05 00:08:29
Royal Crescent Mob,Mt. Everest,Midnight Rose's,2022-12-05 00:03:36
The Lemonheads,Mrs. Robinson,It's A Shame About Ray,2022-12-05 00:00:34
