Artist,Title,Album,Air Time
Gillian Welch,Everything Is Free,Time (The Revelator),2023-12-07 08:45:32
Fiona Apple,I Want You to Love Me,Fetch the Bolt Cutters,2023-12-07 08:41:30
Nina Simone,Four Women,Wild Is The Wind,2023-12-07 08:37:08
Spice Girls,Wannabe,Spice,2023-12-07 08:32:35
Loretta Lynn,Fist City,Fist City,2023-12-07 08:30:19
Lake Street Dive,Bad Self Portraits,Bad Self Portraits,2023-12-07 08:27:03
Irene Cara,Fame,Fame (soundtrack From The Motion Picture),2023-12-07 08:17:04
Massive Attack,Teardrop,Mezzanine,2023-12-07 08:11:01
Heart,Straight On,Dog & Butterfly,2023-12-07 08:06:06
Ani DiFranco,Not A Pretty Girl,Not A Pretty Girl,2023-12-07 08:00:31
Screaming Females,Brass Bell,Desire Pathway,2023-12-07 07:56:24
beabadoobee,Talk,Beatopia,2023-12-07 07:45:40
U2,Atomic City,(single),2023-12-07 07:42:13
Sara Bareilles,Brave,The Blessed Unrest,2023-12-07 07:36:52
Harry Chapin,Mr. Tanner,Short Stories,2023-12-07 07:31:47
Damien Rice,Volcano,O,2023-12-07 07:27:09
Tom Waits,Rain Dogs,Rain Dogs,2023-12-07 07:24:19
Middle Kids,Highlands,Faith Crisis Pt. 1,2023-12-07 07:16:00
Guster,Amsterdam (Gonna Write You A Letter),Keep It Together,2023-12-07 07:12:26
Marvin Gaye,What's Going On,What's Going On,2023-12-07 07:08:41
Brigitte Calls Me Baby,Impressively Average,This House is Made of Corners,2023-12-07 07:05:27
Huffamoose,Wait,We've Been Had Again,2023-12-07 07:00:36
Mondo Cozmo,Electrify My Love,This Is For The Barbarians,2023-12-07 06:57:01
Mannequin Pussy,I Don't Know You,I Got Heaven,2023-12-07 06:53:37
Tears For Fears,Shout,Songs From The Big Chair,2023-12-07 06:43:20
The Ting Tings,Shut Up And Let Me Go,We Started Nothing,2023-12-07 06:40:31
Bakar,Alive!,Halo,2023-12-07 06:36:41
Dave Matthews Band,Monsters,Walk Around The Moon,2023-12-07 06:31:16
Grateful Dead,Samson & Delilah,Terrapin Station,2023-12-07 06:27:54
IDLES,Dancer (ft. LCD Soundsystem),TANGK,2023-12-07 06:24:49
K. T. Tunstall,Hold On,Drastic Fantastic,2023-12-07 06:17:07
Genesis Owusu,Tied Up!,STRUGGLER,2023-12-07 06:13:58
Harvey Danger,Flagpole Sitta,Where Have All The Merrymakers Gone?,2023-12-07 06:10:22
Deeper,Build A Bridge,Careful!,2023-12-07 06:06:59
The Byrds,Goin' Back,The Notorious Byrd Brothers,2023-12-07 06:00:24
No Doubt,New,Return of Saturn,2023-12-07 05:55:44
Squirrel Flower,Alley Light,Tomorrow's Fire,2023-12-07 05:52:39
Psychedelic Furs,Love My Way,Forever Now,2023-12-07 05:48:27
Translator,Everywhere That I'm Not,Heartbeats And Triggers,2023-12-07 05:44:26
Sharon Van Etten,Close To You,The Buccaneers: Season 1 (Apple TV+ Original Series Soundtrack),2023-12-07 05:39:35
Bleachers,Modern Girl,Bleachers,2023-12-07 05:35:42
Bob Dylan,Knockin' On Heaven's Door,Pat Garrett & Billy The Kid (soundtrack),2023-12-07 05:33:21
Elton John & George Michael,Don't Let The Sun Go Down On Me,Duets,2023-12-07 05:27:41
Black Pumas,Mrs. Postman,Chronicles Of A Diamond,2023-12-07 05:22:32
Lianne La Havas,Can't Fight,Lianne La Havas,2023-12-07 05:19:28
Lo Moon,Dream Never Dies,A Modern Life,2023-12-07 05:14:57
Cosmic Guilt,Yesterday's in the Astral Plane,Palace of Depression,2023-12-07 05:12:04
Bully,Hard to Love,Lucky for You,2023-12-07 05:09:03
Old Crow Medicine Show,Miles Away,Jubilee,2023-12-07 05:04:12
Sammy Kaye,Remember Pearl Harbor,single,2023-12-07 05:01:44
Christina Ward,Calendar,Calendar,2023-12-07 04:57:39
Ducks Ltd.,The Main Thing,Harm's Way,2023-12-07 04:54:45
Clairo,Bags,Immunity,2023-12-07 04:50:36
Buzz Zeemer,Shelly Don't Mind,Lost And Found,2023-12-07 04:47:28
Roxy Music,Do The Strand,For Your Pleasure,2023-12-07 04:43:31
The Last Dinner Party,Nothing Matters,Prelude to Ecstasy,2023-12-07 04:40:35
A Flock Of Seagulls,Space Age Love Song,A Flock Of Seagulls,2023-12-07 04:36:56
The Smile,Wall Of Eyes,Wall Of Eyes,2023-12-07 04:31:58
Wilco,Evicted,Cousin,2023-12-07 04:28:36
The Black Keys,Go,"<Let's Rock""",2023-12-07 04:26:13
Geese,Cowboy Nudes,3D Country,2023-12-07 04:23:25
Yard Act,Dream Job,Where's My Utopia?,2023-12-07 04:20:44
Chris Botti,Midnight Without You,Midnight Without You,2023-12-07 04:16:33
Say She She,Questions,Silver,2023-12-07 04:13:04
Nick Lowe,(I Love The Sound Of) Breaking Glass,Pure Pop For Now People,2023-12-07 04:09:58
Hozier,Damage Gets Done (ft. Brandi Carlile),Unreal Unearth,2023-12-07 04:05:36
Stephen Stills,Change Partners,Stephen Stills 2,2023-12-07 04:02:28
The Head and the Heart,Lost In My Mind,The Head And The Heart,2023-12-07 03:54:56
Jose James,38th & Chicago,1978,2023-12-07 03:49:24
Laufey,Promise,Bewitched,2023-12-07 03:45:40
Queens of the Stone Age,Paper Machete,In Times New Roman ...,2023-12-07 03:42:28
Buzzcocks,Something's Gone Wrong Again,Singles Going Steady,2023-12-07 03:37:59
joe p,Don't Wanna Love U,single,2023-12-07 03:34:35
Sufjan Stevens,Will Anybody Ever Love Me,Javelin,2023-12-07 03:30:31
Rufus Wainwright,Out of the Game,Out of the Game,2023-12-07 03:26:31
Spoon,On The Radio,Lucifer On The Sofa,2023-12-07 03:23:16
Shakey Graves,Ready or Not (feat. Sierra Ferrell),Movie of the Week,2023-12-07 03:20:06
The Chills,Heavenly Pop Hit,Submarine Bells,2023-12-07 03:16:45
Blur,Barbaric,The Ballad of Darren,2023-12-07 03:12:38
Black Sabbath,Paranoid,Paranoid,2023-12-07 03:09:53
Torres,Collect,What an enormous room,2023-12-07 03:06:55
The Wallflowers,6th Avenue Heartache,Bringing Down The Horse,2023-12-07 03:01:05
Bartees Strange,Wretched,Farm to Table,2023-12-07 02:56:56
The Lemonheads,Different Drum,Favorite Spanish Dishes,2023-12-07 02:54:24
Stephen Malkmus,Jenny & The Ess Dog,Stephen Malkmus,2023-12-07 02:51:42
Sleater-Kinney,Say It Like You Mean It,Little Rope,2023-12-07 02:48:06
Fitz & The Tantrums,Don't Gotta Work It Out,Pickin' Up the Pieces,2023-12-07 02:44:04
Wednesday,Quarry,Rat Saw God,2023-12-07 02:40:03
Richard Thompson,"Easy There, Steady Now",Mirror Blue,2023-12-07 02:35:22
Stereo League,Something Changed,Something Changed (single),2023-12-07 02:31:38
Mitski,My Love Mine All Mine,The Land is Inhospitable and So Are We,2023-12-07 02:29:31
Jade Bird,Open Up The Heavens,Different Kinds of Light,2023-12-07 02:26:52
Robert Randolph & The Family Band,Soul Refreshing,Unclassified,2023-12-07 02:23:20
The Record Company,Roll With It,The 4th Album,2023-12-07 02:19:48
Beastie Boys,Root Down,Ill Communication,2023-12-07 02:16:17
Brittany Howard,What Now,What Now,2023-12-07 02:12:43
Jethro Tull,Bungle In The Jungle,Warchild,2023-12-07 02:09:16
The Rolling Stones,Get Close,Hackney Diamonds,2023-12-07 02:05:06
Red Hot Chili Peppers,Breaking The Girl,Blood Sugar Sex Magik,2023-12-07 01:59:45
Foo Fighters,Rescued,But Here We Are,2023-12-07 01:55:07
MGMT,Mother Nature,Loss of Life,2023-12-07 01:51:28
S.G. Goodman,Old Time Feeling,Old Time Feeling,2023-12-07 01:47:36
The Killers,Your Side of Town,Rebel Diamonds,2023-12-07 01:44:35
Led Zeppelin,In The Evening,In Through The Out Door,2023-12-07 01:38:02
Gladie,Chaos Reigns,Chaos Reigns,2023-12-07 01:34:33
Black Pumas,More Than A Love Song,Chronicles Of A Diamond,2023-12-07 01:29:52
Creedence Clearwater Revival,Down On The Corner,Willy And The Poor Boys,2023-12-07 01:27:12
Khruangbin & Leon Bridges,B-Side,Texas Moon EP,2023-12-07 01:22:49
Hurray for the Riff Raff,Alibi,The Past is Still Alive,2023-12-07 01:20:02
The Beatles,If I Fell,A Hard Day's Night,2023-12-07 01:17:47
"Christone ""Kingfish"" Ingram",Midnight Heat,Live In London,2023-12-07 01:12:24
Counting Crows,Round Here,August And Everything After,2023-12-07 01:07:11
boygenius,Cool About It,The Record,2023-12-07 01:04:16
Modest Mouse,Ocean Breathes Salty,Good News For People Who Love Bad News,2023-12-07 01:00:04
