Artist,Title,Album,Air Time
Sheryl Crow,Superstar,Sheryl Crow,2022-12-06 20:28:03
Lauryn Hill,Superstar,The Miseducation Of Lauryn Hill,2022-12-06 20:21:27
Oasis,Supersonic,Definitely Maybe,2022-12-06 20:16:45
Liz Phair,Supernova,Whip-Smart,2022-12-06 20:13:59
Crash Test Dummies,Superman's Song,The Ghosts That Haunt Me,2022-12-06 20:07:47
Belly,Super-Connected,King,2022-12-06 20:04:02
Soul Coughing,Super Bon Bon,Irresistible Bliss,2022-12-06 20:00:33
Matthew Sweet,Superdeformed,No Alternative,2022-12-06 19:56:06
Timbuk 3,Sunshine Is Dangerous (acoustic version),Looks Like Dark To Me,2022-12-06 19:50:15
Shawn Colvin,Sunny Came Home,A Few Small Repairs,2022-12-06 19:46:01
Wilco,Sunken Treasure,Being There,2022-12-06 19:39:11
Paul Weller,Sunflower,Modern Classics The Greatest Hits,2022-12-06 19:33:59
No Doubt,Sunday Morning,Tragic Kingdom,2022-12-06 19:29:33
Cowboy Junkies,Sun Comes Up,Caution Horses,2022-12-06 19:25:47
The Sundays,Summertime,Static & Silence,2022-12-06 19:21:16
DJ Jazzy Jeff & The Fresh Prince,Summertime,Homebase,2022-12-06 19:16:49
Soul Asylum,Summer Of Drugs,Sweet Relief: A Benefit For Victoria Williams,2022-12-06 19:12:54
LFO,Summer Girls,LFO,2022-12-06 19:06:46
Pavement,Summer Babe (Winter Version),Slanted & Enchanted,2022-12-06 19:03:27
Fiona Apple,Sullen Girl,Tidal,2022-12-06 18:59:43
INXS,Suicide Blonde,X,2022-12-06 18:55:25
Cibo Matto,Sugar Water,Viva La Woman,2022-12-06 18:50:49
The White Stripes,Sugar Never Tasted So Good,The White Stripes,2022-12-06 18:46:37
Sonic Youth,Sugar Kane,Dirty,2022-12-06 18:41:39
Jeb Loy Nichols,Sugar Creek,Lovers Knot,2022-12-06 18:37:13
Medeski Martin & Wood,Sugar Craft,Combustication,2022-12-06 18:32:41
Superdrag,Sucked Out,Regretfully Yours,2022-12-06 18:28:21
Josh Rouse,Suburban Sweetheart,Dressed Up Like Nebraska,2022-12-06 18:25:34
Radiohead,Subterranean Homesick Alien,OK Computer,2022-12-06 18:19:55
Elastica,Stutter,Elastica,2022-12-06 18:17:30
Garbage,Stupid Girl,Garbage,2022-12-06 18:13:12
Sheryl Crow,Strong Enough,Tuesday Night Music Club,2022-12-06 18:08:53
Bruce Springsteen,Streets Of Philadelphia,Philadelphia (soundtrack),2022-12-06 18:04:43
Radiohead,Street Spirit (Fade Out),The Bends,2022-12-06 18:00:33
Liz Phair,Stratford-On-Guy,Exile In Guyville,2022-12-06 17:57:07
Joe Jackson,Stranger Than Fiction,Laughter & Lust,2022-12-06 17:52:04
R. E. M.,Strange Currencies,Monster,2022-12-06 17:48:17
Ted Hawkins,Strange Conversation,The Next Hundred Years,2022-12-06 17:43:56
John Hiatt,Straight Outta Time,Perfectly Good Guitar,2022-12-06 17:38:28
Radiohead,Stop Whispering,Pablo Honey,2022-12-06 17:32:59
Spice Girls,Stop,Spiceworld,2022-12-06 17:29:38
Jane's Addiction,Stop!,Ritual De Lo Habitual,2022-12-06 17:23:46
Mary Chapin Carpenter,Stones In The Road,Stones In The Road,2022-12-06 17:19:10
Joan Baez,Stones In The Road,Play Me Backwards,2022-12-06 17:14:36
YoYo,Stompin' To The 90s,Stompin' To The 90s,2022-12-06 17:08:29
John Hiatt,Stolen Moments,Stolen Moments,2022-12-06 17:04:24
Beth Orton,Stolen Car,Central Reservation,2022-12-06 17:00:31
Tool,Stinkfish,Aenima,2022-12-06 16:54:50
The Black Crowes,Sting Me,The Southern Harmony & Musical Companion,2022-12-06 16:48:58
Big Punisher (Feat. Fat Joe),Still Not A Player,Capital Punishment,2022-12-06 16:44:54
Dr. Dre,Still D.R.E. (feat. Snopp Dogg),2001,2022-12-06 16:39:17
Pavement,Stereo,Brighten the Corners,2022-12-06 16:36:07
G. Love & Special Sauce,Stepping Stone,"Yeah, It's That Easy",2022-12-06 16:31:39
Happy Mondays,Step On,Pills 'n Thrills And Bellyaches,2022-12-06 16:24:25
Gang Starr,Step In The Arena,Step In The Arena,2022-12-06 16:20:52
Bonnie Raitt,Steal Your Heart Away,Longing In Their Hearts,2022-12-06 16:15:18
Len,Steal My Sunshine,You Can't Stop The Bum Rush,2022-12-06 16:09:00
Ben Harper & The Innocent Criminals,Steal My Kisses,Burn To Shine,2022-12-06 16:04:12
Wood,Stay You,Songs From Stamford Hill,2022-12-06 16:00:36
Nirvana,Stay Away,Nevermind,2022-12-06 15:56:33
Dave Matthews Band,Stay (Wasting Time),Before These Crowded Streets,2022-12-06 15:49:36
Lisa Loeb,Stay (I Missed You),Tails,2022-12-06 15:46:41
U2,"Stay (Faraway, So Close!)",Zooropa,2022-12-06 15:41:38
Shakespeare's Sister,Stay,Hormonally Yours,2022-12-06 15:36:13
Mood Swings,State Of Independence,Mood Food,2022-12-06 15:31:15
Sleater-Kinney,Start Together,The Hot Rock,2022-12-06 15:28:43
Dinosaur Jr,Start Choppin',Where You Been,2022-12-06 15:22:21
Beth Orton,Stars Seem To Weep,Central Reservation,2022-12-06 15:17:39
Midnight Oil,Stars Of Warburton,Blue Sky Mining,2022-12-06 15:13:00
Simply Red,Stars,Stars,2022-12-06 15:07:11
Hum,Stars,You'd Prefer An Astronaut,2022-12-06 15:02:04
U2,Staring At The Sun,Pop,2022-12-06 14:56:48
Sigur Ros,Staralfur,g tis Byrjun,2022-12-06 14:48:34
R. E. M.,Star 69,Monster,2022-12-06 14:43:47
Primitive Radio Gods,Standing Outside A Broken Phone Booth With Money In My Hand,Rocket,2022-12-06 14:36:49
De La Soul,Stakes Is High,Stakes Is High,2022-12-06 14:31:59
Foo Fighters,Stacked Actors,There Is Nothing Left To Lose,2022-12-06 14:27:47
Joan Osborne,St. Theresa,Relish,2022-12-06 14:21:28
Taj Mahal,Squat That Rabbit,Like Never Before,2022-12-06 14:16:58
Soundgarden,Spoonman,Superunknown,2022-12-06 14:12:42
Underworld,Spoonman,Dubnobasswithmyheadman,2022-12-06 14:03:31
Pavement,Spit On A Stranger,Terror Twilight,2022-12-06 13:59:54
Slipknot,Spit It Out,Slipknot,2022-12-06 13:56:24
Pearl Jam,Spin the Black Circle,Vitalogy,2022-12-06 13:51:59
No Doubt,Spiderwebs,Tragic Kingdom,2022-12-06 13:47:45
Joan Osborne,Spider Web,Relish,2022-12-06 13:42:22
Spice Girls,Spice Up Your Life,Spiceworld,2022-12-06 13:37:30
Garbage,Special,Version 2.0,2022-12-06 13:33:58
Tori Amos,Spark,From The Choirgirl Hotel,2022-12-06 13:29:49
808 State,Spanish Heart (feat. Bernard Sumner),ex:el,2022-12-06 13:24:47
Moby,South Side,Play,2022-12-06 13:21:06
Portishead,Sour Times,Dummy,2022-12-06 13:16:58
Stone Temple Pilots,Sour Girl,No. 4,2022-12-06 13:11:23
KRS-One,Sound Of Da Police,Return of the Boom Bap,2022-12-06 13:07:06
The Allman Brothers Band,Soulshine,Where It All Begins,2022-12-06 13:00:28
Nick Lowe,Soulful Wind,The Impossible Bird,2022-12-06 12:57:01
Tower Of Power,Souled Out,Souled Out,2022-12-06 12:52:20
Red Hot Chili Peppers,Soul To Squeeze,Coneheads: Music From The Motion Picture Soundtrack,2022-12-06 12:47:34
My Bloody Valentine,Soon,Loveless,2022-12-06 12:39:15
The Verve,Sonnet,Urban Hymns,2022-12-06 12:33:56
Blur,Song 2,Blur,2022-12-06 12:31:52
Nine Inch Nails,Somewhat Damaged,The Fragile,2022-12-06 12:27:20
Erykah Badu,Sometimes...,Baduizm,2022-12-06 12:21:51
The Black Crowes,Sometimes Salvation,The Southern Harmony & Musical Companion,2022-12-06 12:17:12
The Jesus and Mary Chain,Sometimes Always,Stoned & Dethroned,2022-12-06 12:14:43
Bodeans,Something's Telling Me,Go Slow Down,2022-12-06 12:09:30
Toad The Wet Sprocket,Something's Always Wrong,Dulcinea,2022-12-06 12:03:55
B. B. King,Something You Got,Blues Summit,2022-12-06 12:00:07
Bonnie Raitt,Something To Talk About,Luck Of The Draw,2022-12-06 11:55:58
Annie Lennox,Something So Right,Medusa,2022-12-06 11:52:20
Nirvana,Something In The Way,MTV Unplugged In New York,2022-12-06 11:44:07
Lucinda Williams,Something About What Happens When We Talk,Sweet Old World,2022-12-06 11:40:17
The Afghan Whigs,Somethin' Hot,1965,2022-12-06 11:35:52
Beth Orton,Someone's Daughter,Trailer Park,2022-12-06 11:31:33
New Radicals,Someday We'll Know,Maybe You've Been Brainwashed Too,2022-12-06 11:28:00
Sparklehorse,Someday I Will Treat You Good,Vivadixiesubmarinetransmissionplot,2022-12-06 11:22:43
Shawn Colvin,Someday,Cover Girl,2022-12-06 11:18:29
Chris Isaak,Somebody's Crying,Forever Blue,2022-12-06 11:15:47
Soul Asylum,Somebody To Shove,Grave dancer's Union,2022-12-06 11:11:06
Oasis,Some Might Say,(What's The Story) Morning Glory?,2022-12-06 11:05:50
Kylie Minogue,Some Kind of Bliss,Impossible Princess,2022-12-06 11:02:00
Squeeze,Some Fantastic Place,Some Fantastic Place,2022-12-06 10:57:02
U2,Some Days Are Better Than Others,Zooropa,2022-12-06 10:51:50
Boz Scaggs,Some Change,Some Change,2022-12-06 10:45:43
Chris Isaak,Solitary Man,San Francisco Days,2022-12-06 10:43:06
The Posies,Solar Sister,Frosting In The Beater,2022-12-06 10:38:39
Robyn Hitchcock,So You Think You're In Love,Perspex Island,2022-12-06 10:36:01
Beastie Boys,So What'cha Want,Check Your Head,2022-12-06 10:32:25
Jeff Buckley,So Real,Grace,2022-12-06 10:26:37
Dave Matthews Band,So Much To Say,Crash,2022-12-06 10:22:25
The Story,So Much Mine,Angel In The House,2022-12-06 10:18:15
2 Pac,So Many Tears,Me Against the World,2022-12-06 10:12:45
Social Distortion,So Far Away,Social Distortion,2022-12-06 10:08:58
Donald Fagen,Snowbound,Kamakiriad,2022-12-06 10:01:53
Santana,Smooth,Supernatural,2022-12-06 09:56:34
Nirvana,Smells Like Teen Spirit,Nevermind,2022-12-06 09:50:08
The Offspring,Smash It Up,Batman Forever,2022-12-06 09:45:21
Lou Reed & John Cale,Small Town,Songs For Drella,2022-12-06 09:43:20
Ziggy Marley,Small People,Jahmekya,2022-12-06 09:39:12
Nirvana,Sliver,Incesticide,2022-12-06 09:36:57
Primal Scream,Slip Inside This House,Screamadelica,2022-12-06 09:31:48
The Verve,Slide Away,A Storm In Heaven,2022-12-06 09:26:48
Ashley MacIsaac,Sleepy Maggie,Hi How Are You Today,2022-12-06 09:21:19
Fiona Apple,Sleep To Dream,Tidal,2022-12-06 09:17:19
Belle and Sebastian,Sleep The Clock Around,The Boy With The Arab Strap,2022-12-06 09:11:20
Cornershop,Sleep On The Left Side,When I Was Born For The 7th Time,2022-12-06 09:07:16
Uncle Tupelo,Slate,Anodyne,2022-12-06 09:04:00
Luna,Slash Your Tires,Lunapark,2022-12-06 08:58:44
Onyx,Slam,Bacduf up,2022-12-06 08:52:40
Sebadoh,Skull,Bakesale,2022-12-06 08:50:16
Lucinda Williams,Six Blocks Away,Sweet Old World,2022-12-06 08:47:31
Brandy,Sittin' Up In My Room,Waiting to Exhale Soundtrack,2022-12-06 08:41:13
James,Sit Down,James,2022-12-06 08:37:16
Urge Overkill,Sister Havana,Saturation,2022-12-06 08:33:31
Beck,Sissyneck,Odelay,2022-12-06 08:29:42
Neil Finn,Sinner,Try Whistling This,2022-12-06 08:22:32
Semisonic,Singing In My Sleep,Feeling Strangely Fine,2022-12-06 08:17:30
Morrissey,Sing Your Life,Kill Uncle,2022-12-06 08:14:16
Slowdive,Sing,Souvlaki,2022-12-06 08:06:50
Marc Cohn,Silver Thunderbird,Marc Cohn,2022-12-06 08:02:27
Paul Westerberg,Silver Naked Ladies,14 Songs,2022-12-06 07:57:22
Tori Amos,Silent All These Years,Little Earthquakes,2022-12-06 07:52:13
Matthew Sweet,Sick Of Myself,100% Fun,2022-12-06 07:48:36
Public Enemy,Shut Em Down,Apocalypse 91...The Enemy Strikes Black,2022-12-06 07:42:37
Izzy Stradlin And The Ju Ju Hounds,Shuffle It All,Izzy Stradlin And The Ju Ju Hounds,2022-12-06 07:35:18
Robyn,Show Me Love,Robyn Is Here,2022-12-06 07:31:25
Robin S.,Show Me Love,Show Me Love,2022-12-06 07:27:29
Salt N Pepa,Shoop,Very Necessary,2022-12-06 07:19:46
Mobb Deep,Shook Ones Pt. II,The Infamous,2022-12-06 07:14:23
Kylie Minogue,Shocked (DNA 7 Mix),Greatest Hits,2022-12-06 07:11:10
R. E. M.,Shiny Happy People,Out Of Time,2022-12-06 07:06:27
The Apples In Stereo,Shine A Light,Tone Soul Evolution,2022-12-06 07:03:09
David Gray,Shine,A Century Ends,2022-12-06 06:58:10
Collective Soul,Shine,Hints Allegations and Things Left Unsaid,2022-12-06 06:53:05
Ol' Dirty Bastard,Shimmy Shimmy Ya,Return To The 36 Chambers,2022-12-06 06:49:28
Fuel,Shimmer,Sunburn,2022-12-06 06:44:19
PJ Harvey,Sheela-Na-Gig,Dry,2022-12-06 06:38:34
James Taylor,SHED A LITTLE LIGHT,NEW MOON SHINE,2022-12-06 06:34:51
World Party,She's The One,Egyptology,2022-12-06 06:29:55
Tal Bachman,She's So High,Tal Bachman,2022-12-06 06:26:16
Lyle Lovett,She's Already Made Up Her Mind,Joshua Judges Ruth,2022-12-06 06:16:59
Wilco,She's A Jar,Summerteeth,2022-12-06 06:12:20
Neil Finn,She Will Have Her Way,Try Whistling This,2022-12-06 06:08:35
The Black Crowes,She Talks To Angels,Shake Your Money Maker,2022-12-06 06:00:35
Paul Simon,She Moves On,Rhythm Of The Saints,2022-12-06 05:55:06
Lyle Lovett,She Makes Me Feel Good,Joshua Judges Ruth,2022-12-06 05:51:40
Keb' Mo',She Just Wants To Dance,Keb Mo,2022-12-06 05:47:27
The Flaming Lips,She Don't Use Jelly,Transmissions From The Satellite Heart,2022-12-06 05:44:10
Beth Orton,She Cries Your Name,Trailer Park,2022-12-06 05:39:28
Green Day,She,Dookie,2022-12-06 05:36:29
Indigo Girls,Shame On You,Shaming Of The Sun,2022-12-06 05:32:56
Cracker,Shake Some Action,Ost - Clueless,2022-12-06 05:27:00
Pavement,Shady Lane,Brighten the Corners,2022-12-06 05:22:13
GZA,Shadowboxin',Liquid Swords,2022-12-06 05:18:40
Fiona Apple,Shadowboxer,Tidal,2022-12-06 05:13:26
Cesar Rosas,Shack And Shambles,Soul Disguise,2022-12-06 05:08:52
Air,Sexy Boy,Moon Safari,2022-12-06 05:03:50
Beck,Sexxlaws,Midnite Vultures,2022-12-06 05:00:28
k. d. lang,Sexuality,All You Can Eat,2022-12-06 04:56:47
Billy Bragg,Sexuality,Don't Try This At Home,2022-12-06 04:53:08
Soul Asylum,Sexual Healing,Var: No Alternative,2022-12-06 04:48:03
Marcy Playground,Sex And Candy,Marcy Playground,2022-12-06 04:45:19
The Chemical Brothers,Setting Sun,Dig Your Own Hole,2022-12-06 04:39:45
Nirvana,Serve The Servants,In Utero,2022-12-06 04:33:04
Christine Lavin,Sensitive New Age Guys,Attainable Love,2022-12-06 04:29:20
Rusted Root,Send Me On My Way,When I Woke,2022-12-06 04:25:03
Third Eye Blind,Semi-Charmed Life,Third Eye Blind,2022-12-06 04:19:51
Live,Selling The Drama,Throwing Copper,2022-12-06 04:16:30
Reel Big Fish,Sell Out,Turn the Radio Off,2022-12-06 04:12:38
The Offspring,Self Esteem,The Offspring,2022-12-06 04:06:37
Veruca Salt,Seether,American Thighs,2022-12-06 04:03:16
Coldplay,See You Soon,Blue Room EP,2022-12-06 04:00:34
The Roots,Section,Illadelph Halflife,2022-12-06 03:56:00
Jonatha Brooke,Secrets And Lies,10 Cent Wings,2022-12-06 03:51:04
Semisonic,Secret Smile,Feeling Strangely Fine,2022-12-06 03:46:40
Bruce Springsteen,Secret Garden,Greatest Hits,2022-12-06 03:42:15
Jonny Lang,Second Guessing,Wander This World,2022-12-06 03:36:25
Cast of Rent,Seasons Of Love,Rent (original Motion Picture Soundtrack),2022-12-06 03:31:46
Chris Cornell,Seasons,Singles (soundtrack),2022-12-06 03:24:53
Luna,Season Of The Witch,I Shot Andy Warhol (soundtrack),2022-12-06 03:19:41
Fun Lovin' Criminals,Scooby Snacks,Come Find Yourself,2022-12-06 03:16:53
A Tribe Called Quest,Scenario,The Low End Theory,2022-12-06 03:12:46
Jeffrey Gaines,Scares Me More,Jeffrey Gaines,2022-12-06 03:07:59
Red Hot Chili Peppers,Scar Tissue,Californication,2022-12-06 03:04:20
Atmosphere,Scapegoat,Overcast!,2022-12-06 03:00:33
Spice Girls,Say You'll Be There,Spice,2022-12-06 02:56:21
Wilco,Say You Miss Me,Being There,2022-12-06 02:50:52
Elliott Smith,Say Yes,Either/or,2022-12-06 02:48:42
Texas,Say What You Want,White On Blonde,2022-12-06 02:44:53
James,Say Something,Laid,2022-12-06 02:39:37
Destiny's Child,Say My Name,The Writing's on the Wall,2022-12-06 02:35:34
Weezer,Say It Ain't So,Weezer,2022-12-06 02:31:23
David Gray,Say Hello Wave Goodbye,White Ladder,2022-12-06 02:21:38
Temple of the Dog,Say Hello 2 Heaven,Temple of the Dog,2022-12-06 02:15:18
Vanessa Williams,Save The Best For Last,The Comfort Zone,2022-12-06 02:10:05
Aimee Mann,Save Me,Magnolia (soundtrack),2022-12-06 02:05:34
Talking Heads,Sax and Violins,Until The End of the World Soundtrack,2022-12-06 02:00:31
Eagle-Eye Cherry,Save Tonight,Desireless,2022-12-06 01:56:25
Cracker,Satisfy You,Cracker,2022-12-06 01:51:38
Dave Matthews Band,Satellite,Under The Table And Dreaming,2022-12-06 01:45:21
Sublime,Santeria,Sublime,2022-12-06 01:42:22
Everclear,Santa Monica,Sparkle and Fade,2022-12-06 01:38:37
Chris Isaak,San Francisco Days,San Francisco Days,2022-12-06 01:35:38
RZA,Samurai Showdown,Ghost Dog Soundtrack,2022-12-06 01:31:47
Phish,Sample In A Jar,Hoist,2022-12-06 01:25:15
The Breeders,Saints,Last Splash,2022-12-06 01:22:36
Counting Crows,Saint Robinson And His Cadillac Dream,This Desert Life,2022-12-06 01:17:35
David Gray,Sail Away,White Ladder,2022-12-06 01:11:16
Jane Siberry,Sail Across The Water,When I Was A Boy,2022-12-06 01:05:58
Massive Attack,Safe From Harm,Blue Lines,2022-12-06 01:00:48
Metallica,Sad But True,Metallica,2022-12-06 00:54:55
Jellyfish,"Sabrina, Paste And Plato",Spilt Milk,2022-12-06 00:52:32
Beastie Boys,Sabotage,Ill Communication,2022-12-06 00:49:06
DJ Krush,Ruy-Ki,Offbeat: A Red Hot Sound Trip,2022-12-06 00:43:05
Soundgarden,Rusty Cage,Badmotorfinger,2022-12-06 00:39:15
Paula Abdul,Rush Rush,Spellbound,2022-12-06 00:33:59
Big Audio Dynamite,Rush,The Globe,2022-12-06 00:30:52
The Pharcyde,Runnin',Labcabincalifornia,2022-12-06 00:26:05
Soul Asylum,Runaway Train,Grave Dancers Union,2022-12-06 00:21:30
Moby,Run On,Play,2022-12-06 00:17:42
Blues Traveler,Run Around,Four,2022-12-06 00:13:16
Spiritualized,Run,Lazer Guided Melodies,2022-12-06 00:08:06
Wreckx-N-Effect,Rump Shaker,Hard or Smooth,2022-12-06 00:04:02
DMX,Ruff Ryders Anthem,It's Dark and Hell is Hot,2022-12-06 00:00:33
