Artist,Title,Album,Air Time
Jewel,You Were Meant For Me,Pieces Of You,2022-12-08 07:05:47
The Lightning Seeds,You Showed Me,Var-austin Powers Ost,2022-12-08 07:01:50
Alanis Morissette,You Oughta Know,Jagged Little Pill,2022-12-08 06:57:10
Susan Tedeschi,You Need To Be With Me,Just Won't Burn,2022-12-08 06:52:59
Usher,You Make Me Wanna,My Way,2022-12-08 06:49:27
Alanis Morissette,You Learn,Jagged Little Pill,2022-12-08 06:43:55
Des'ree,You Gotta Be,I Ain't Movin',2022-12-08 06:37:14
Boz Scaggs,You Got My Letter,Some Change,2022-12-08 06:32:59
The Roots,You Got Me,Things Fall Apart,2022-12-08 06:27:56
Bonnie Raitt,You Got It,"Var-""boys On The Side"" Ost",2022-12-08 06:24:33
New Radicals,You Get What You Give,"Maybe You've Been Brainwashed, Too",2022-12-08 06:16:38
Sonia Dada,You Don't Treat Me No Good,Sonia Dada,2022-12-08 06:12:34
Dawn Penn,You Don't Love Me (No No No),NO NO NO,2022-12-08 06:07:49
Tom Petty,You Don't Know How It Feels,Wildflowers,2022-12-08 06:00:30
Sinead O'Connor,You Do Something To Me,Var - Red Hot And Blue,2022-12-08 05:57:32
Yo-Yo,You Can't Play With My Yo-Yo,Make Way For The Motherlode,2022-12-08 05:52:38
Roger McGuinn,You Bowed Down,Back From Rio,2022-12-08 05:47:38
Elvis Costello,You Bowed Down,All This Useless Beauty,2022-12-08 05:42:53
This Mortal Coil,You And Your Sister,Blood,2022-12-08 05:39:32
Chris Bell,You And Your Sister,I Am The Cosmos,2022-12-08 05:36:31
Big Bad Voodoo Daddy,You and Me and the Bottle Makes 3 Tonight (Baby),Americana Deluxe,2022-12-08 05:31:21
Radiohead,You,Pablo Honey,2022-12-08 05:28:05
Ben Arnold,You,Almost Speechless,2022-12-08 05:23:24
DJ Jazzy Jeff & The Fresh Prince,Yo Home to Bel-Air,(single),2022-12-08 05:21:31
Melissa Etheridge,Yes I Am,Yes I Am,2022-12-08 05:17:17
Pearl Jam,Yellow Ledbetter,Lost Dogs,2022-12-08 05:10:52
James Taylor,Yellow And Rose,Hourglass,2022-12-08 05:06:06
Joe Strummer & The Mescaleros,Yalla Yalla,Rock Art And The X-Ray Style,2022-12-08 04:59:14
Syd Straw,X-Ray,War And Peace,2022-12-08 04:55:22
Shudder to Think,X-French Tee Shirt,Pony Express Record,2022-12-08 04:51:40
Everything But The Girl,Wrong,Walking Wounded,2022-12-08 04:45:59
Emmylou Harris,Wrecking Ball,Wrecking Ball,2022-12-08 04:41:14
Stereolab,Wow and Flutter,Mars Audiac Quintet,2022-12-08 04:38:12
Alice In Chains,Would?,Singles (soundtrack),2022-12-08 04:33:49
Pops Staples,World In Motion,Peace To The Neighborhood,2022-12-08 04:29:52
ENGLANDneworder,World In Motion...,(single),2022-12-08 04:25:32
Oasis,Wonderwall,(What's The Story) Morning Glory?,2022-12-08 04:19:49
Adam Ant,Wonderful,Wonderful,2022-12-08 04:15:21
Natalie Merchant,Wonder,Tigerlily,2022-12-08 04:11:07
John Eddie,Won't Be Me,Happily Never After,2022-12-08 04:05:35
Peter Himmelman,"Woman With The Strength of 10,000 Men",From Strength To Strength,2022-12-08 04:00:57
Alabama 3,Woke Up This Morning,Exile On Coldharbour Lane,2022-12-08 03:55:08
Peter Himmelman,With You,Skin,2022-12-08 03:50:33
Lucas,With The Lid Off,Lucacentric,2022-12-08 03:46:45
Creed,With Arms Wide Open,Human Clay,2022-12-08 03:42:21
Pearl Jam,Wishlist,Yield,2022-12-08 03:38:43
Ani DiFranco,Wish I May,To The Teeth,2022-12-08 03:33:44
Aimee Mann,Wise Up,Magnolia (soundtrack),2022-12-08 03:27:20
Tori Amos,Winter,Little Earthquakes,2022-12-08 03:20:33
Shawn Colvin,Window To The World,Cover Girl,2022-12-08 03:15:30
Son Volt,Windfall,Trace,2022-12-08 03:12:39
Tom Petty,Wildflowers,Wildflowers,2022-12-08 03:08:01
Paul Weller,Wild Wood,Wild Wood,2022-12-08 03:04:34
Will Smith,Wild Wild West (ft. Dru Hill and Kool Moe Dee),Willenium,2022-12-08 03:00:31
The Sundays,Wild Horses,BLIND,2022-12-08 02:55:20
Prefab Sprout,Wild Horses,Jordan: The Comeback,2022-12-08 02:51:40
The Chicks,Wide Open Spaces,Wide Open Spaces,2022-12-08 02:47:02
Keith Richards,Wicked As It Seems,Main Offender,2022-12-08 02:42:25
Freedy Johnston,Wichita Lineman,Unlucky,2022-12-08 02:38:35
Shaggy,Why You Treat Me So Bad (ft. Grand Puba),Boombastic,2022-12-08 02:34:02
Sting,Why Should I Cry For You,The Soul Cages,2022-12-08 02:27:54
Velvet Crush,Why Not Your Baby,Teenage Symphonies To God,2022-12-08 02:23:21
Van Morrison,Why Must I Always Explain,Hymns To The Silence (1),2022-12-08 02:18:51
Pearl Jam,Why Go,Ten,2022-12-08 02:15:22
Travis,Why Does It Always Rain On Me,The Man Who,2022-12-08 02:12:22
Macy Gray,Why Didn't You Call Me,On How Life Is,2022-12-08 02:08:00
Tag Team,Whoomp! (There It Is),Whoomp! (There It Is),2022-12-08 02:04:21
Geggy Tah,Whoever You Are,Sacred Cow,2022-12-08 02:00:49
U2,Who's Gonna Ride Your Wild Horses,Achtung Baby,2022-12-08 01:55:11
Pearl Jam,Who You Are,No Code,2022-12-08 01:50:42
Jewel,Who Will Save Your Soul,Pieces Of You,2022-12-08 01:47:00
Me'shell Ndegeocello,Who Is He And What Is He To You,Peace Beyond Passion,2022-12-08 01:42:20
Spice Girls,Who Do You Think You Are? (Morales Club Mix),Who Do You Think You Are,2022-12-08 01:32:21
Bruce Hornsby,White Wheeled Limousine,Hot House,2022-12-08 01:26:54
David Gray,White Ladder,White Ladder,2022-12-08 01:22:12
Liz Phair,Whip-Smart,Whip-Smart,2022-12-08 01:18:09
Emmylou Harris,Where Will I Be,Wrecking Ball,2022-12-08 01:13:58
Jonatha Brooke,Where Were You?,Plumb,2022-12-08 01:08:47
Beck,Where It's At,Odelay,2022-12-08 01:05:14
Digable Planets,Where I'm From,Reachin' ( A New  Refutation of Time and Space),2022-12-08 01:00:42
Paula Cole,Where Have All The Cowboys Gone,This Fire,2022-12-08 00:55:51
Nirvana,Where Did You Sleep Last Night,MTV Unplugged In New York,2022-12-08 00:50:23
Sonny Landreth,When You're Away,Outward Bound,2022-12-08 00:46:42
My Bloody Valentine,When You Sleep,Loveless,2022-12-08 00:42:34
Jamiroquai,When You Gonna Learn?,Emergency on Planet Earth,2022-12-08 00:37:48
Bonnie Raitt,When The Spell Is Broken,Var-beat The Retreat,2022-12-08 00:32:44
World Party,When The Rainbow Comes,Goodbye Jumbo,2022-12-08 00:27:57
King Britt and SYLK 130,When The Funk Hits The Fan,When The Funk Hits The Fan,2022-12-08 00:21:35
John Wesley Harding,When The Beatles Hit America,New Deal,2022-12-08 00:15:50
B. B. King,When Love Comes To Town,Live At The Apollo,2022-12-08 00:11:05
Green Day,When I Come Around,Dookie,2022-12-08 00:02:30
Suzanne Vega,When Heroes Go Down,99.9 Fahrenheit Degrees,2022-12-08 00:00:36
