Artist,Title,Album,Air Time
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),Whitney,2023-12-12 11:45:41
Roberta Flack,Killing Me Softly With His Song,Killing Me Softly,2023-12-12 11:41:00
Madonna,Like A Prayer,Like A Prayer,2023-12-12 11:34:19
Aretha Franklin,Think,Aretha Now,2023-12-12 11:31:59
Fiona Apple,Criminal,Tidal,2023-12-12 11:26:19
Joni Mitchell,Help Me,Court & Spark,2023-12-12 11:21:26
Nina Simone,Mississippi Goddam,Nina Simone in Concert,2023-12-12 11:16:38
Eurythmics,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made Of This),2023-12-12 11:13:05
Joan Jett And The Blackhearts,I Love Rock & Roll,I Love Rock & Roll,2023-12-12 11:10:12
Blondie,Rapture,Autoamerican,2023-12-12 11:01:42
The Pretenders,Mystery Achievement,Pretenders,2023-12-12 10:55:47
Joni Mitchell,Urge For Going,Songs Of A Prairie Girl,2023-12-12 10:50:45
Joni Mitchell,Free Man In Paris,Court & Spark,2023-12-12 10:46:41
Roberta Flack,The First Time Ever I Saw Your Face,First Take,2023-12-12 10:41:23
Florence + the Machine,Dog Days Are Over,Lungs,2023-12-12 10:37:12
Adele,Someone Like You,21,2023-12-12 10:31:07
Jefferson Airplane,Somebody To Love,Surrealistic Pillow,2023-12-12 10:28:05
The Pretenders,Middle Of The Road,Learning To Crawl,2023-12-12 10:23:55
Aretha Franklin,Chain Of Fools,Lady Soul,2023-12-12 10:20:01
Norah Jones,Come Away With Me,Come Away With Me,2023-12-12 10:16:55
Janis Ian,At Seventeen,Between the Lines,2023-12-12 10:12:13
Brandi Carlile,The Mother,"By The Way, I Forgive You",2023-12-12 10:09:03
Patti Smith,Dancing Barefoot,Wave,2023-12-12 10:03:44
Linda Ronstadt & The Stone Poneys,Different Drum,"Greatest Hits, Volume 1",2023-12-12 10:00:41
Kate Bush,This Woman's Work,The Sensual World,2023-12-12 09:55:46
Dionne Warwick,Walk On By,Dionne Warwick's Greatest Hits,2023-12-12 09:53:01
The Pretenders,Back On The Chain Gang,Learning To Crawl,2023-12-12 09:49:10
Etta James,I'd Rather Go Blind,Tell Mama,2023-12-12 09:46:41
Indigo Girls,Galileo,Rites of Passage,2023-12-12 09:39:36
Aretha Franklin,I Say A Little Prayer,Aretha Now,2023-12-12 09:36:09
Tori Amos,Crucify,Little Earthquakes,2023-12-12 09:31:09
Donna Summer,I Feel Love,"(12"" single)",2023-12-12 09:23:12
Linda Ronstadt,You're No Good,Heart Like A Wheel,2023-12-12 09:17:44
Blondie,Dreaming,Eat to the Beat,2023-12-12 09:14:48
Cyndi Lauper,Girls Just Want To Have Fun,She's So Unusual,2023-12-12 09:10:59
Aretha Franklin,I Never Loved a Man (The Way I Love You),I Never Loved A Man The Way I Love You,2023-12-12 09:08:24
Bonnie Raitt,Love Has No Pride,Give It Up,2023-12-12 09:02:26
Heart,Magic Man,Dreamboat Annie,2023-12-12 08:56:28
Patti Smith,People Have The Power,Dream Of Life,2023-12-12 08:51:34
Blondie,Call Me (Theme from American Gigolo),Greatest Hits,2023-12-12 08:44:56
Joan Jett,Bad Reputation,Bad Reputation,2023-12-12 08:42:06
Janis Joplin,Cry Baby,Pearl,2023-12-12 08:38:13
Carly Simon,That's The Way I've Always Heard It Should Be,Carly Simon,2023-12-12 08:31:14
Bobbie Gentry,Ode To Billie Joe,Ode To Billie Joe,2023-12-12 08:26:54
Aretha Franklin,Rock Steady,"Young, Gifted and Black",2023-12-12 08:23:50
Sinéad O'Connor,Mandinka,The Lion And The Cobra,2023-12-12 08:15:36
The Cranberries,Dreams,"Everybody Else Is Doing It, So Why Can't We?",2023-12-12 08:10:27
Annie Lennox,Walking On Broken Glass,Diva,2023-12-12 08:06:28
The Breeders,Cannonball,Last Splash,2023-12-12 08:00:47
The Cars,Let's Go,Candy-O,2023-12-12 07:56:46
Sarah McLachlan,Ice Cream,Fumbling Towards Ecstasy,2023-12-12 07:54:15
Tedeschi Trucks Band,Don't Know What It Means,Let Me Get By,2023-12-12 07:43:58
Todd Rundgren,Bang The Drum All Day,The Ever Popular Tortured Artist Effect,2023-12-12 07:40:29
Deeper,Glare,Careful!,2023-12-12 07:36:38
Feist,How Come You Never Go There,Metals,2023-12-12 07:30:29
Swingin' Medallions,Double Shot Of My Baby's Love,Anthology,2023-12-12 07:28:13
Bakar,Alive!,Halo,2023-12-12 07:24:23
Marianne Faithfull,Broken English,Broken English,2023-12-12 07:14:32
Queens of the Stone Age,Paper Machete,In Times New Roman ...,2023-12-12 07:11:10
DJ Jazzy Jeff & The Fresh Prince,Yo Home to Bel-Air,(single),2023-12-12 07:09:21
Crystal Waters,Come On Down,(single),2023-12-12 07:05:52
Beach House,Once Twice Melody,Once Twice Melody,2023-12-12 06:59:40
Beach House,Once Twice Melody,Once Twice Melody,2023-12-12 06:59:40
Milky Chance,Stolen Dance,Sadnecessary,2023-12-12 06:54:18
The Menzingers,Come On Heartache,Some Of It Was True,2023-12-12 06:51:31
Frank Sinatra,Let It Snow,A Christmas Album,2023-12-12 06:45:40
Allison Russell,Stay Right Here,The Returner,2023-12-12 06:41:35
The Beatles,Now and Then,Now and Then (single),2023-12-12 06:37:32
Nirvana,All Apologies,MTV Unplugged In New York,2023-12-12 06:31:31
Mitski,The Only Heartbreaker,Laurel Hell,2023-12-12 06:28:33
Black Pumas,Mrs. Postman,Chronicles Of A Diamond,2023-12-12 06:24:36
Shelby Lynne,Killin' Kind,"Love, Shelby",2023-12-12 06:16:41
Wilco,Evicted,Cousin,2023-12-12 06:13:17
The Monkees,(Theme From) The Monkees,The Monkees,2023-12-12 06:08:02
Europe,The Final Countdown,The Final Countdown,2023-12-12 06:00:24
Peter Murphy,The Rose,Lion,2023-12-12 05:56:27
MGMT,Mother Nature,Loss of Life,2023-12-12 05:52:57
Everything But the Girl,25th Of December,Var-you Sleigh Me,2023-12-12 05:48:20
Foo Fighters,This is a Call,Foo Fighters,2023-12-12 05:44:30
Margaret Glaspy,Get Back,Echo the Diamond,2023-12-12 05:40:48
boygenius,Cool About It,The Record,2023-12-12 05:36:25
Blue Oyster Cult,(Don't Fear) The Reaper,Agents Of Fortune,2023-12-12 05:31:34
K. T. Tunstall,2000 Miles,single,2023-12-12 05:28:01
Noah Kahan,Northern Attitude (ft. Hozier),Stick Season,2023-12-12 05:22:41
Death Cab For Cutie,Gold Rush,Thank You For Today,2023-12-12 05:18:56
Tears For Fears,The Tipping Point,The Tipping Point,2023-12-12 05:15:49
Florry,Drunk and High,The Holey Bible,2023-12-12 05:13:39
Genesis Owusu,Tied Up!,STRUGGLER,2023-12-12 05:09:57
Blondshell,Joiner,Blondshell,2023-12-12 05:05:58
The Who,Christmas,Tommy,2023-12-12 05:01:40
Hepcat,I Can't Wait,Live at the World Cafe Vol. 8,2023-12-12 04:56:38
Jason Isbell & The 400 Unit,When We Were Close,Weathervanes,2023-12-12 04:52:46
Elvis Costello,Alison,My Aim Is True,2023-12-12 04:49:38
Torres,Collect,What an enormous room,2023-12-12 04:46:41
Arctic Monkeys,One For The Road,AM,2023-12-12 04:43:18
The Killers,Your Side of Town,Rebel Diamonds,2023-12-12 04:40:16
Led Zeppelin,Immigrant Song,Led Zeppelin Iii,2023-12-12 04:37:53
Queen of Jeans,Karaoke,Karaoke,2023-12-12 04:34:15
The Rolling Stones,Angry,Hackney Diamonds,2023-12-12 04:30:33
Boxing Gandhis,If You Love Me (Why Am I Dying),Boxing Gandhis,2023-12-12 04:26:56
The Head and the Heart,Virginia (Wind in the Night),Every Shade Of Blue,2023-12-12 04:23:36
Jose James,38th & Chicago,1978,2023-12-12 04:18:09
10cc,The Things We Do For Love,Deceptive Bends,2023-12-12 04:14:54
Brigitte Calls Me Baby,Impressively Average,This House is Made of Corners,2023-12-12 04:11:44
B-52's,Legal Tender,Whammy!,2023-12-12 04:08:06
Sufjan Stevens,Will Anybody Ever Love Me,Javelin,2023-12-12 04:04:01
Chicano Batman,Friendship (Is A Small Boat In A Storm),Freedom Is Free,2023-12-12 04:00:04
Det Cart Sid,Witch Doctor,Det Cart Sid,2023-12-12 03:55:08
Low Cut Connie,Don't Get Fresh With Me,Art Dealers,2023-12-12 03:51:25
The Raveonettes,Love In A Trashcan,Pretty In Black,2023-12-12 03:48:35
Stereo League,Something Changed,Something Changed (single),2023-12-12 03:44:44
Bruce Springsteen,Racing In The Street,Darkness On The Edge Of Town,2023-12-12 03:38:05
Hannah Jadagu,What You Did,Aperture,2023-12-12 03:35:07
The Afghan Whigs,Gentlemen,Gentlemen,2023-12-12 03:31:17
Hurray for the Riff Raff,Alibi,The Past is Still Alive,2023-12-12 03:28:35
Bully,Hard to Love,Lucky for You,2023-12-12 03:26:10
Foals,Exits,Everything Not Saved Will Be Lost Part 1,2023-12-12 03:22:18
beabadoobee,The Perfect Pair,Beatopia,2023-12-12 03:19:24
Yard Act,Dream Job,Where's My Utopia?,2023-12-12 03:16:42
Earth Wind & Fire,Shining Star,That's The Way Of The World,2023-12-12 03:13:52
Brittany Howard,What Now,What Now,2023-12-12 03:10:23
Nirvana,Sliver,Incesticide,2023-12-12 03:08:11
Laufey,Promise,Bewitched,2023-12-12 03:04:27
Tom Petty & The Heartbreakers,A Woman In Love (It's Not Me),Hard Promises,2023-12-12 03:00:20
Ben Harper,Excuse Me Mr.,Fight For Your Mind,2023-12-12 02:54:45
Sofia Valdes,Handful of Water,Ventura EP,2023-12-12 02:52:16
Robert Palmer,"Man Smart, Woman Smarter",Some People Can Do What They Like,2023-12-12 02:49:49
Deeper,Build A Bridge,Careful!,2023-12-12 02:46:23
The Last Dinner Party,Sinner,Prelude to Ecstasy,2023-12-12 02:43:03
Cage The Elephant,Ain't No Rest For The Wicked,Cage The Elephant,2023-12-12 02:40:07
Al Green,Perfect Day,Perfect Day (single),2023-12-12 02:36:15
Pixies,Monkey Gone To Heaven,Doolittle,2023-12-12 02:33:21
Buzz Zeemer,Shelly Don't Mind,Lost And Found,2023-12-12 02:30:13
Say She She,Questions,Silver,2023-12-12 02:26:44
Jimmy Eat World,The Middle,Bleed American,2023-12-12 02:23:56
Charley Crockett,Trinity River,The Man From Waco,2023-12-12 02:19:36
Slow Pulp,Doubt,Yard,2023-12-12 02:17:01
U2,Atomic City,(single),2023-12-12 02:10:40
David Bowie,Moonage Daydream,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars,2023-12-12 02:06:11
Shakey Graves,Ready or Not (feat. Sierra Ferrell),Movie of the Week,2023-12-12 02:03:02
Peter Gabriel,D.I.Y.,Peter Gabriel 2: Scratch,2023-12-12 01:59:59
Wilder Woods,Maestro (Tears Don't Lie),Fever / Sky,2023-12-12 01:56:32
Duran Duran,Five Years,Five Years (single),2023-12-12 01:51:55
Sleater-Kinney,Say It Like You Mean It,Little Rope,2023-12-12 01:48:20
Spoon,Hot Thoughts,Hot Thoughts,2023-12-12 01:44:47
Deer Tick,Forgiving Ties,Emotional Contracts,2023-12-12 01:41:13
PJ Harvey,50 Ft. Queenie,Rid Of Me,2023-12-12 01:38:50
Cosmic Guilt,Yesterday's in the Astral Plane,Palace of Depression,2023-12-12 01:35:49
Bleachers,Modern Girl,Bleachers,2023-12-12 01:32:21
Gorillaz,Cracker Island (feat. Thundercat),Cracker Island,2023-12-12 01:28:51
Tegan and Sara,Hell,Sainthood,2023-12-12 01:25:48
"Christone ""Kingfish"" Ingram",Midnight Heat,Live In London,2023-12-12 01:20:22
Elvis Presley,Viva Las Vegas,Elvis At The Movies,2023-12-12 01:18:07
Middle Kids,Highlands,Faith Crisis Pt. 1,2023-12-12 01:14:49
Dire Straits,So Far Away,Brothers In Arms,2023-12-12 01:09:56
Hozier,Damage Gets Done (ft. Brandi Carlile),Unreal Unearth,2023-12-12 01:05:29
Talking Heads,Road to Nowhere,Little Creatures,2023-12-12 01:00:24
Wendy Carlos,Two-Part Invention in B-Flat Major,Switched-On Bach,2023-12-12 00:59:32
